sample_id,raw_input,normalized_degree_part,canonical_degree,canonical_field,degree_level,degree_short_code,split_pattern,expected_layer,expected_status,gold_confidence,training_use,source
L1-05020,MTECH (Chemistry),mtech,Master of Engineering,Chemistry,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05021,M. Tech (Textile Engineering),m tech,Master of Engineering,Textile Engineering,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05022,Master of Engineering (Chemical Engineering),master of engineering,Master of Engineering,Chemical Engineering,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05023,"MTech, Mechanical Engineering",mtech,Master of Engineering,Mechanical Engineering,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05024,M.Tech - Aerospace Engineering,mtech,Master of Engineering,Aerospace Engineering,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05025,Master of Engineering (Civil Engineering),master of engineering,Master of Engineering,Civil Engineering,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05026,MTech - Data Science,mtech,Master of Engineering,Data Science,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05027,M. Tech (Electrical Engineering),m tech,Master of Engineering,Electrical Engineering,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05028,M. Tech - Physics,m tech,Master of Engineering,Physics,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05029,MTECH (Civil Engineering),mtech,Master of Engineering,Civil Engineering,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05030,M. Tech - Biotechnology Engineering,m tech,Master of Engineering,Biotechnology Engineering,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05031,"M.Tech, Food Technology",mtech,Master of Engineering,Food Technology,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05032,M. Tech / Mining Engineering,m tech,Master of Engineering,Mining Engineering,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05033,MTECH - Instrumentation Engineering,mtech,Master of Engineering,Instrumentation Engineering,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05034,MTECH (Environmental Engineering),mtech,Master of Engineering,Environmental Engineering,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05035,"M. Tech, Aerospace Engineering",m tech,Master of Engineering,Aerospace Engineering,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05036,M.Tech (Chemical Engineering),mtech,Master of Engineering,Chemical Engineering,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05037,MTECH in Mining Engineering,mtech,Master of Engineering,Mining Engineering,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05038,M.Tech / Artificial Intelligence and Machine Learning,mtech,Master of Engineering,Artificial Intelligence and Machine Learning,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05039,M.Tech in Mathematics,mtech,Master of Engineering,Mathematics,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05040,M. Tech (Physics),m tech,Master of Engineering,Physics,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05041,Master of Engineering / Chemistry,master of engineering,Master of Engineering,Chemistry,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05042,MTech / Chemistry,mtech,Master of Engineering,Chemistry,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05043,MTECH - Chemical Engineering,mtech,Master of Engineering,Chemical Engineering,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05044,"MTech, Business Administration",mtech,Master of Engineering,Business Administration,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05045,M.Tech in Electrical Engineering,mtech,Master of Engineering,Electrical Engineering,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05046,M. Tech / Chemical Engineering,m tech,Master of Engineering,Chemical Engineering,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05047,M. Tech / Textile Engineering,m tech,Master of Engineering,Textile Engineering,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05048,M. Tech (Mathematics),m tech,Master of Engineering,Mathematics,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05049,"Master of Engineering, Mechanical Engineering",master of engineering,Master of Engineering,Mechanical Engineering,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05050,"M.Tech, Metallurgical Engineering",mtech,Master of Engineering,Metallurgical Engineering,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05051,Master of Engineering / Chemical Engineering,master of engineering,Master of Engineering,Chemical Engineering,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05052,M. Tech in Information Technology,m tech,Master of Engineering,Information Technology,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05053,M.Tech - Electronics and Communication Engineering,mtech,Master of Engineering,Electronics and Communication Engineering,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05054,M. Tech (Food Technology),m tech,Master of Engineering,Food Technology,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05055,MTECH (Electronics and Communication Engineering),mtech,Master of Engineering,Electronics and Communication Engineering,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05056,MTech - Artificial Intelligence and Machine Learning,mtech,Master of Engineering,Artificial Intelligence and Machine Learning,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05057,MTECH (Software Engineering),mtech,Master of Engineering,Software Engineering,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05058,Master of Engineering (Finance),master of engineering,Master of Engineering,Finance,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05059,"M. Tech, Electronics and Communication Engineering",m tech,Master of Engineering,Electronics and Communication Engineering,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05060,Master of Engineering in Production Engineering,master of engineering,Master of Engineering,Production Engineering,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05061,MTech (Computer Science and Engineering),mtech,Master of Engineering,Computer Science and Engineering,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05062,"Master of Engineering, Physics",master of engineering,Master of Engineering,Physics,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05063,"MTECH, Metallurgical Engineering",mtech,Master of Engineering,Metallurgical Engineering,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05064,MTECH (Electrical Engineering),mtech,Master of Engineering,Electrical Engineering,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05065,MTECH / Food Technology,mtech,Master of Engineering,Food Technology,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05066,Master of Engineering / Electrical Engineering,master of engineering,Master of Engineering,Electrical Engineering,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05067,MTECH in Computer Science and Engineering,mtech,Master of Engineering,Computer Science and Engineering,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05068,Master of Engineering in Aerospace Engineering,master of engineering,Master of Engineering,Aerospace Engineering,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05069,"M.Tech, Information Technology",mtech,Master of Engineering,Information Technology,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05070,"MTech, Environmental Engineering",mtech,Master of Engineering,Environmental Engineering,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05071,M.Tech / Computer Science and Engineering,mtech,Master of Engineering,Computer Science and Engineering,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05072,MTECH - Physics,mtech,Master of Engineering,Physics,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05073,Master of Engineering (Hons),master of engineering,Master of Engineering,,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05074,Master of Engineering / Business Administration,master of engineering,Master of Engineering,Business Administration,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05075,M.Tech / Electrical Engineering,mtech,Master of Engineering,Electrical Engineering,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05076,MTECH / Biotechnology Engineering,mtech,Master of Engineering,Biotechnology Engineering,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05077,MTECH in Textile Engineering,mtech,Master of Engineering,Textile Engineering,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05078,MTECH / Artificial Intelligence and Machine Learning,mtech,Master of Engineering,Artificial Intelligence and Machine Learning,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05079,M. Tech (Cybersecurity),m tech,Master of Engineering,Cybersecurity,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05080,M.Tech in Finance,mtech,Master of Engineering,Finance,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05081,MTECH (Mining Engineering),mtech,Master of Engineering,Mining Engineering,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05082,MTech in Production Engineering,mtech,Master of Engineering,Production Engineering,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05083,Master of Engineering in Finance,master of engineering,Master of Engineering,Finance,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05084,MTech (Software Engineering),mtech,Master of Engineering,Software Engineering,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05085,MTech - Mathematics,mtech,Master of Engineering,Mathematics,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05086,MTECH in Chemistry,mtech,Master of Engineering,Chemistry,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05087,M.Tech - Business Administration,mtech,Master of Engineering,Business Administration,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05088,M.Tech in Mining Engineering,mtech,Master of Engineering,Mining Engineering,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05089,Master of Engineering (Business Administration),master of engineering,Master of Engineering,Business Administration,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05090,Master of Engineering / Civil Engineering,master of engineering,Master of Engineering,Civil Engineering,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05091,M. Tech (Environmental Engineering),m tech,Master of Engineering,Environmental Engineering,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05092,MTech in Metallurgical Engineering,mtech,Master of Engineering,Metallurgical Engineering,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05093,Master of Engineering in Electrical Engineering,master of engineering,Master of Engineering,Electrical Engineering,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05094,MTECH - Finance,mtech,Master of Engineering,Finance,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05095,M.Tech (Metallurgical Engineering),mtech,Master of Engineering,Metallurgical Engineering,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05096,"M.Tech, Chemistry",mtech,Master of Engineering,Chemistry,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05097,"MTech, Computer Science and Engineering",mtech,Master of Engineering,Computer Science and Engineering,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05098,MTECH (Physics),mtech,Master of Engineering,Physics,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05099,MTECH (Mathematics),mtech,Master of Engineering,Mathematics,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05100,"M. Tech, Food Technology",m tech,Master of Engineering,Food Technology,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05101,M. Tech in Finance,m tech,Master of Engineering,Finance,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05102,MEng,meng,Master of Engineering,,PG ENGINEERING,ME,none,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05103,MTech in Chemistry,mtech,Master of Engineering,Chemistry,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05104,meng,meng,Master of Engineering,,PG ENGINEERING,ME,none,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05105,M. Tech in Instrumentation Engineering,m tech,Master of Engineering,Instrumentation Engineering,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05106,MTECH - Business Administration,mtech,Master of Engineering,Business Administration,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05107,Master of Engineering in Civil Engineering,master of engineering,Master of Engineering,Civil Engineering,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05108,"M. Tech, Metallurgical Engineering",m tech,Master of Engineering,Metallurgical Engineering,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05109,M. Tech (Civil Engineering),m tech,Master of Engineering,Civil Engineering,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05110,MTECH in Production Engineering,mtech,Master of Engineering,Production Engineering,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05111,"MTech, Artificial Intelligence and Machine Learning",mtech,Master of Engineering,Artificial Intelligence and Machine Learning,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05112,Master of Engineering (Electronics and Communication Engineering),master of engineering,Master of Engineering,Electronics and Communication Engineering,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05113,Master of Engineering in Biotechnology Engineering,master of engineering,Master of Engineering,Biotechnology Engineering,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05114,M.Tech / Business Administration,mtech,Master of Engineering,Business Administration,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05115,MTech (Business Administration),mtech,Master of Engineering,Business Administration,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05116,M.Tech (Software Engineering),mtech,Master of Engineering,Software Engineering,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05117,MTECH in Finance,mtech,Master of Engineering,Finance,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05118,M. Tech - Computer Science and Engineering,m tech,Master of Engineering,Computer Science and Engineering,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05119,"M. Tech, Cybersecurity",m tech,Master of Engineering,Cybersecurity,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05120,MTECH in Physics,mtech,Master of Engineering,Physics,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05121,M. Tech in Electrical Engineering,m tech,Master of Engineering,Electrical Engineering,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05122,"M. Tech, Production Engineering",m tech,Master of Engineering,Production Engineering,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05123,MTech - Food Technology,mtech,Master of Engineering,Food Technology,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05124,"MTECH, Physics",mtech,Master of Engineering,Physics,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05125,MTech in Finance,mtech,Master of Engineering,Finance,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05126,M. Tech - Chemistry,m tech,Master of Engineering,Chemistry,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05127,MTech in Chemical Engineering,mtech,Master of Engineering,Chemical Engineering,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05128,M.Tech - Software Engineering,mtech,Master of Engineering,Software Engineering,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05129,Master of Engineering / Computer Science and Engineering,master of engineering,Master of Engineering,Computer Science and Engineering,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05130,"M.Tech, Aerospace Engineering",mtech,Master of Engineering,Aerospace Engineering,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05131,MTECH (Chemical Engineering),mtech,Master of Engineering,Chemical Engineering,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05132,MTech - Environmental Engineering,mtech,Master of Engineering,Environmental Engineering,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05133,Master of Engineering in Physics,master of engineering,Master of Engineering,Physics,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05134,M.Tech (Information Technology),mtech,Master of Engineering,Information Technology,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05135,M.Tech / Metallurgical Engineering,mtech,Master of Engineering,Metallurgical Engineering,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05136,"MTECH, Aerospace Engineering",mtech,Master of Engineering,Aerospace Engineering,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05137,Master of Engineering - Electronics and Communication Engineering,master of engineering,Master of Engineering,Electronics and Communication Engineering,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05138,M. Tech in Data Science,m tech,Master of Engineering,Data Science,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05139,MTECH / Chemistry,mtech,Master of Engineering,Chemistry,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05140,MTech - Cybersecurity,mtech,Master of Engineering,Cybersecurity,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05141,"M.Tech, Mechanical Engineering",mtech,Master of Engineering,Mechanical Engineering,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05142,Master of Engineering (Data Science),master of engineering,Master of Engineering,Data Science,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05143,Master of Engineering in Food Technology,master of engineering,Master of Engineering,Food Technology,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05144,MTech (Finance),mtech,Master of Engineering,Finance,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05145,"M. Tech, Biotechnology Engineering",m tech,Master of Engineering,Biotechnology Engineering,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05146,M Eng,m eng,Master of Engineering,,PG ENGINEERING,ME,none,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05147,M. Tech - Metallurgical Engineering,m tech,Master of Engineering,Metallurgical Engineering,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05148,Master of Engineering / Data Science,master of engineering,Master of Engineering,Data Science,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05149,M. Tech in Computer Science and Engineering,m tech,Master of Engineering,Computer Science and Engineering,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05150,"M.Tech, Physics",mtech,Master of Engineering,Physics,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05151,MTech - Information Technology,mtech,Master of Engineering,Information Technology,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05152,M. Tech in Business Administration,m tech,Master of Engineering,Business Administration,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05153,M.Tech / Environmental Engineering,mtech,Master of Engineering,Environmental Engineering,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05154,me,me,Master of Engineering,,PG ENGINEERING,ME,none,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05155,"Master of Engineering, Chemical Engineering",master of engineering,Master of Engineering,Chemical Engineering,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05156,MTech (Textile Engineering),mtech,Master of Engineering,Textile Engineering,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05157,M.Tech - Electrical Engineering,mtech,Master of Engineering,Electrical Engineering,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05158,Master of Engineering in Data Science,master of engineering,Master of Engineering,Data Science,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05159,MTech (Cybersecurity),mtech,Master of Engineering,Cybersecurity,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05160,M.E. (Hons),me,Master of Engineering,,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05161,M. Tech / Production Engineering,m tech,Master of Engineering,Production Engineering,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05162,MTech (Food Technology),mtech,Master of Engineering,Food Technology,PG ENGINEERING,ME,parentheses,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05163,M. Tech - Environmental Engineering,m tech,Master of Engineering,Environmental Engineering,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05164,Master of Engineering / Mathematics,master of engineering,Master of Engineering,Mathematics,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05165,"Master of Engineering, Food Technology",master of engineering,Master of Engineering,Food Technology,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05166,MENG,meng,Master of Engineering,,PG ENGINEERING,ME,none,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05167,"Master of Engineering, Environmental Engineering",master of engineering,Master of Engineering,Environmental Engineering,PG ENGINEERING,ME,comma,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05168,M. Tech - Information Technology,m tech,Master of Engineering,Information Technology,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05169,M.Tech / Electronics and Communication Engineering,mtech,Master of Engineering,Electronics and Communication Engineering,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05170,MTech - Software Engineering,mtech,Master of Engineering,Software Engineering,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05171,M.Tech - Civil Engineering,mtech,Master of Engineering,Civil Engineering,PG ENGINEERING,ME,dash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05172,M. Tech / Software Engineering,m tech,Master of Engineering,Software Engineering,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05173,MTECH / Software Engineering,mtech,Master of Engineering,Software Engineering,PG ENGINEERING,ME,slash,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05174,Master of Engineering in Business Administration,master of engineering,Master of Engineering,Business Administration,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
L1-05175,M. Tech in Mechanical Engineering,m tech,Master of Engineering,Mechanical Engineering,PG ENGINEERING,ME,in,L1,resolved,1.00,exact_lookup_dictionary,degree_dictionary.json
