sample_id,dataset_id,included_systems,raw_input,normalized_input,canonical_degree,canonical_country_system,country_code,region,qualification_level,degree_family,short_code,duration_hint,local_level,variant_alias_kind,variant_prefix_kind,variant_suffix_kind,variant_case_kind,expected_status,expected_layer,is_degree_only,source_note,is_ambiguous_across_systems,is_ambiguous_across_degrees,duplicate_normalized_count
IND_USA-006890,IND_USA,India + United States,pgdba degree,pgdba degree,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,none,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006891,IND_USA,India + United States,pgdba qualification,pgdba qualification,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,none,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006892,IND_USA,India + United States,pgdba (India),pgdba india,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,none,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006893,IND_USA,India + United States,pgdba (IN),pgdba in,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,none,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006894,IND_USA,India + United States,pgdba (1-2 years),pgdba 1 2 years,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,none,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006895,IND_USA,India + United States,Indian pgdba,indian pgdba,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,country_adjective,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006896,IND_USA,India + United States,Indian pgdba degree,indian pgdba degree,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,country_adjective,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006897,IND_USA,India + United States,Indian pgdba qualification,indian pgdba qualification,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,country_adjective,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006898,IND_USA,India + United States,Indian pgdba (India),indian pgdba india,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,country_adjective,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006899,IND_USA,India + United States,Indian pgdba (IN),indian pgdba in,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,country_adjective,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006900,IND_USA,India + United States,Indian pgdba (1-2 years),indian pgdba 1 2 years,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,country_adjective,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006901,IND_USA,India + United States,India pgdba,india pgdba,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,country_name,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006902,IND_USA,India + United States,India pgdba degree,india pgdba degree,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,country_name,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006903,IND_USA,India + United States,India pgdba qualification,india pgdba qualification,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,country_name,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006904,IND_USA,India + United States,India pgdba (India),india pgdba india,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,country_name,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006905,IND_USA,India + United States,India pgdba (IN),india pgdba in,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,country_name,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006906,IND_USA,India + United States,India pgdba (1-2 years),india pgdba 1 2 years,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,country_name,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006907,IND_USA,India + United States,IN pgdba,in pgdba,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,country_code,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006908,IND_USA,India + United States,IN pgdba degree,in pgdba degree,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,country_code,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006909,IND_USA,India + United States,IN pgdba qualification,in pgdba qualification,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,country_code,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006910,IND_USA,India + United States,IN pgdba (India),in pgdba india,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,country_code,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006911,IND_USA,India + United States,IN pgdba (IN),in pgdba in,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,country_code,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006912,IND_USA,India + United States,IN pgdba (1-2 years),in pgdba 1 2 years,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,country_code,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006913,IND_USA,India + United States,P G D B A,p g d b a,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,none,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006914,IND_USA,India + United States,P G D B A degree,p g d b a degree,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,none,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006915,IND_USA,India + United States,P G D B A qualification,p g d b a qualification,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,none,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006916,IND_USA,India + United States,P G D B A (India),p g d b a india,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,none,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006917,IND_USA,India + United States,P G D B A (IN),p g d b a in,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,none,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006918,IND_USA,India + United States,P G D B A (1-2 years),p g d b a 1 2 years,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,none,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006919,IND_USA,India + United States,Indian P G D B A,indian p g d b a,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_adjective,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006920,IND_USA,India + United States,Indian P G D B A degree,indian p g d b a degree,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_adjective,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006921,IND_USA,India + United States,Indian P G D B A qualification,indian p g d b a qualification,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_adjective,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006922,IND_USA,India + United States,Indian P G D B A (India),indian p g d b a india,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_adjective,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006923,IND_USA,India + United States,Indian P G D B A (IN),indian p g d b a in,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_adjective,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006924,IND_USA,India + United States,Indian P G D B A (1-2 years),indian p g d b a 1 2 years,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_adjective,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006925,IND_USA,India + United States,India P G D B A,india p g d b a,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_name,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006926,IND_USA,India + United States,India P G D B A degree,india p g d b a degree,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_name,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006927,IND_USA,India + United States,India P G D B A qualification,india p g d b a qualification,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_name,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006928,IND_USA,India + United States,India P G D B A (India),india p g d b a india,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_name,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006929,IND_USA,India + United States,India P G D B A (IN),india p g d b a in,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_name,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006930,IND_USA,India + United States,India P G D B A (1-2 years),india p g d b a 1 2 years,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_name,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006931,IND_USA,India + United States,IN P G D B A,in p g d b a,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_code,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006932,IND_USA,India + United States,IN P G D B A degree,in p g d b a degree,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_code,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006933,IND_USA,India + United States,IN P G D B A qualification,in p g d b a qualification,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_code,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006934,IND_USA,India + United States,IN P G D B A (India),in p g d b a india,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_code,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006935,IND_USA,India + United States,IN P G D B A (IN),in p g d b a in,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_code,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006936,IND_USA,India + United States,IN P G D B A (1-2 years),in p g d b a 1 2 years,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_code,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006937,IND_USA,India + United States,PGDBAHONS,pgdbahons,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,none,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006938,IND_USA,India + United States,PGDBAHONS degree,pgdbahons degree,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,none,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006939,IND_USA,India + United States,PGDBAHONS qualification,pgdbahons qualification,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,none,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006940,IND_USA,India + United States,PGDBAHONS (India),pgdbahons india,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,none,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006941,IND_USA,India + United States,PGDBAHONS (IN),pgdbahons in,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,none,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006942,IND_USA,India + United States,PGDBAHONS (1-2 years),pgdbahons 1 2 years,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,none,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006943,IND_USA,India + United States,Indian PGDBAHONS,indian pgdbahons,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_adjective,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006944,IND_USA,India + United States,Indian PGDBAHONS degree,indian pgdbahons degree,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_adjective,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006945,IND_USA,India + United States,Indian PGDBAHONS qualification,indian pgdbahons qualification,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_adjective,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006946,IND_USA,India + United States,Indian PGDBAHONS (India),indian pgdbahons india,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_adjective,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006947,IND_USA,India + United States,Indian PGDBAHONS (IN),indian pgdbahons in,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_adjective,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006948,IND_USA,India + United States,Indian PGDBAHONS (1-2 years),indian pgdbahons 1 2 years,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_adjective,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006949,IND_USA,India + United States,India PGDBAHONS,india pgdbahons,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_name,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006950,IND_USA,India + United States,India PGDBAHONS degree,india pgdbahons degree,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_name,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006951,IND_USA,India + United States,India PGDBAHONS qualification,india pgdbahons qualification,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_name,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006952,IND_USA,India + United States,India PGDBAHONS (India),india pgdbahons india,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_name,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006953,IND_USA,India + United States,India PGDBAHONS (IN),india pgdbahons in,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_name,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006954,IND_USA,India + United States,India PGDBAHONS (1-2 years),india pgdbahons 1 2 years,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_name,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006955,IND_USA,India + United States,IN PGDBAHONS,in pgdbahons,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_code,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006956,IND_USA,India + United States,IN PGDBAHONS degree,in pgdbahons degree,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_code,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006957,IND_USA,India + United States,IN PGDBAHONS qualification,in pgdbahons qualification,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_code,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006958,IND_USA,India + United States,IN PGDBAHONS (India),in pgdbahons india,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_code,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006959,IND_USA,India + United States,IN PGDBAHONS (IN),in pgdbahons in,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_code,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006960,IND_USA,India + United States,IN PGDBAHONS (1-2 years),in pgdbahons 1 2 years,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,abbreviation_permutation,country_code,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006961,IND_USA,India + United States,PostGraduateDiplomainBusinessManagement,postgraduatediplomainbusinessmanagement,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,none,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006962,IND_USA,India + United States,PostGraduateDiplomainBusinessManagement degree,postgraduatediplomainbusinessmanagement degree,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,none,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006963,IND_USA,India + United States,PostGraduateDiplomainBusinessManagement qualification,postgraduatediplomainbusinessmanagement qualification,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,none,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006964,IND_USA,India + United States,PostGraduateDiplomainBusinessManagement (India),postgraduatediplomainbusinessmanagement india,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,none,country_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006965,IND_USA,India + United States,PostGraduateDiplomainBusinessManagement (IN),postgraduatediplomainbusinessmanagement in,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,none,country_code_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006966,IND_USA,India + United States,PostGraduateDiplomainBusinessManagement (1-2 years),postgraduatediplomainbusinessmanagement 1 2 years,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,none,duration_parenthetical,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006967,IND_USA,India + United States,Indian PostGraduateDiplomainBusinessManagement,indian postgraduatediplomainbusinessmanagement,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,country_adjective,none,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006968,IND_USA,India + United States,Indian PostGraduateDiplomainBusinessManagement degree,indian postgraduatediplomainbusinessmanagement degree,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,country_adjective,degree_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
IND_USA-006969,IND_USA,India + United States,Indian PostGraduateDiplomainBusinessManagement qualification,indian postgraduatediplomainbusinessmanagement qualification,Post Graduate Diploma,India,IN,South Asia,DIPLOMA,postgraduate,PGD,1-2 years,DIPLOMA,alias,country_adjective,qualification_word,as_catalogued,resolved,degree_only_lookup_or_fuzzy,true,data/degree_dictionary.json filtered to degree-only aliases,false,false,1
