raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
Graduate of University of Mumbai; qualification Doctor of Philosophy (Hons) (entrepreneurship).,Doctor of Philosophy,Master of Science,Entrepreneurship,,review_needed,L3,0.5,50.0,wrong_degree_and_field
I completed my Doctor of Philosophy Hons in businessstudies from Manipal University in 2021.,Doctor of Philosophy,Doctor of Philosophy,Commerce,,review_needed,L2,0.7785,77.8,wrong_field
"Education: Doctor of Philosophy (Hons), Business Studies, University of Mumbai, batch of 2024.",Doctor of Philosophy,Master of Science,Commerce,,review_needed,L3,0.5,50.0,wrong_degree_and_field
Graduate of Anna University; qualification doctor of philosophy (businessstudies).,Doctor of Philosophy,,Commerce,,review_needed,L3,0.35,35.0,wrong_degree_and_field
I completed my PH.D in bankingandfinance from Delhi University in 2023.,Doctor of Philosophy,Doctor of Philosophy,Banking and Finance,,review_needed,L3,0.72,72.0,wrong_field
Doctor of Philosophy - financeandbanking - IIM Ahmedabad - 2017,Doctor of Philosophy,Doctor of Philosophy,Banking and Finance,,resolved,L1,1.0,100,wrong_field
Neha holds a phd degree in appliedeconomics.,Doctor of Philosophy,Doctor of Philosophy,Economics,,review_needed,L3,0.75,75.0,wrong_field
Graduate of IIM Ahmedabad; qualification Doctor of Philosophy (Business Economics).,Doctor of Philosophy,,Economics,Economics,review_needed,L3,0.35,35.0,wrong_degree
PH. D. - businesseconomics - Jadavpur University - 2018,Doctor of Philosophy,Doctor of Philosophy,Economics,,resolved,L1,1.0,100,wrong_field
Currently pursuing phd with specialization in appliedpsychology at Pune University.,Doctor of Philosophy,Doctor of Philosophy,Psychology,,review_needed,L3,0.75,75.0,wrong_field
"Education: Doctor of Philosophy, industrialpsychology, IIM Ahmedabad, batch of 2017.",Doctor of Philosophy,Doctor of Philosophy,Psychology,,fuzzy_matched,L2,0.9245,92.5,wrong_field
Graduate of Jadavpur University; qualification PH. D. (Industrial Psychology).,Doctor of Philosophy,,Psychology,Psychology,review_needed,L3,0.35,35.0,wrong_degree
Isha holds a Doctor of Philosophy degree in socialwork.,Doctor of Philosophy,Doctor of Philosophy,Sociology,,review_needed,L2,0.75,75.0,wrong_field
"Education: PH. D., Social Work, Jadavpur University, batch of 2018.",Doctor of Philosophy,,Sociology,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
I completed my PHD in polscience from Amity University in 2016.,Doctor of Philosophy,Doctor of Philosophy,Political Science,,review_needed,L3,0.75,75.0,wrong_field
"Education: DPhil Hons, politicalscience, VIT Vellore, batch of 2019.",Doctor of Philosophy,Doctor of Philosophy,Political Science,,review_needed,L3,0.75,75.0,wrong_field
Graduate of Manipal University; qualification Ph. D. Hons (Political Science).,Doctor of Philosophy,,Political Science,Political Science,review_needed,L3,0.35,35.0,wrong_degree
"Education: Ph. D. Hons, history, Manipal University, batch of 2020.",Doctor of Philosophy,,History,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of IIT Delhi; qualification Ph D (History).,Doctor of Philosophy,,History,History,review_needed,L3,0.35,35.0,wrong_degree
"Education: Ph D, geo, IIT Delhi, batch of 2021.",Doctor of Philosophy,,Geography,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Riya holds a Ph D degree in englishliterature.,Doctor of Philosophy,Doctor of Philosophy,English,,review_needed,L3,0.72,72.0,wrong_field
Doctor of Philosophy - englishlangandlit - Anna University - 2024,Doctor of Philosophy,Doctor of Philosophy,English,,resolved,L1,1.0,100,wrong_field
Kabir holds a DPHIL degree in hindiliterature.,Doctor of Philosophy,Doctor of Philosophy,Hindi,,review_needed,L3,0.75,75.0,wrong_field
Graduate of Anna University; qualification Doctor of Philosophy (hindi).,Doctor of Philosophy,,Hindi,Hindi,review_needed,L3,0.35,35.0,wrong_degree
Graduate of Pune University; qualification Ph. D. (Hons) (Phil).,Doctor of Philosophy,,Philosophy,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Currently pursuing ph.d with specialization in pubadmin at University of Mumbai.,Doctor of Philosophy,Doctor of Philosophy,Public Administration,,review_needed,L3,0.72,72.0,wrong_field
"Education: Ph. D. (Hons), publicadministration, Pune University, batch of 2025.",Doctor of Philosophy,,Public Administration,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
DPhil (Hons) - publicadmin - IIM Ahmedabad - 2016,Doctor of Philosophy,Doctor of Philosophy,Public Administration,,resolved,L1,1.0,100,wrong_field
"Education: Ph.D Hons, journalismandmasscommunication, Amity University, batch of 2026.",Doctor of Philosophy,Doctor of Philosophy,Mass Communication,,review_needed,L3,0.5,50.0,wrong_field
Currently pursuing Ph. D. (Hons) with specialization in Jurisprudence at Pune University.,Doctor of Philosophy,with specialization,Law,Law,review_needed,L3,0.62,62.0,wrong_degree
Graduate of Jadavpur University; qualification PhD (Hons) (corporatelaw).,Doctor of Philosophy,Doctor of Philosophy,Law,,review_needed,L3,0.75,75.0,wrong_field
I completed my Ph. D. (Hons) in MBBS from Pune University in 2025.,Doctor of Philosophy,Bachelor of Medicine and Bachelor of Surgery,Medicine,Medicine,review_needed,L3,0.75,75.0,wrong_degree
I completed my Ph.D Hons in BSc Nursing from Amity University in 2026.,Doctor of Philosophy,Bachelor of Science,Nursing,Nursing,review_needed,L3,0.75,75.0,wrong_degree
"Education: PHD Hons, bscnursing, VIT Vellore, batch of 2018.",Doctor of Philosophy,Doctor of Philosophy,Nursing,,review_needed,L3,0.75,75.0,wrong_field
I completed my DPhil (Hons) in pharmaceuticalsciences from IIM Ahmedabad in 2016.,Doctor of Philosophy,Doctor of Philosophy,Pharmacy,,review_needed,L3,0.75,75.0,wrong_field
Graduate of Delhi University; qualification Ph. D. (Physiotherapy).,Doctor of Philosophy,,Physiotherapy,Physiotherapy,review_needed,L3,0.35,35.0,wrong_degree
ph. d. - physicaltherapy - University of Mumbai - 2022,Doctor of Philosophy,Doctor of Philosophy,Physiotherapy,,resolved,L1,1.0,100,wrong_field
"Education: Ph. D., Dentistry, Delhi University, batch of 2021.",Doctor of Philosophy,,Dentistry,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Graduate of University of Mumbai; qualification ph. d. (bds).,Doctor of Philosophy,Master of Science,Dentistry,Dentistry,review_needed,L3,0.5,50.0,wrong_degree
I completed my Ph.D in ayurvedicmedicine from Manipal University in 2019.,Doctor of Philosophy,Doctor of Philosophy,Ayurveda,,review_needed,L3,0.72,72.0,wrong_field
"Education: ph. d., BAMS, University of Mumbai, batch of 2022.",Doctor of Philosophy,Master of Science,Ayurveda,,review_needed,L3,0.5,50.0,wrong_degree_and_field
"Education: PhD Hons, urbandesign, Anna University, batch of 2023.",Doctor of Philosophy,Doctor of Philosophy,Architecture,,review_needed,L3,0.75,75.0,wrong_field
Rohan holds a PhD Hons degree in fashiondesign.,Doctor of Philosophy,Doctor of Philosophy,Design,,review_needed,L3,0.75,75.0,wrong_field
Graduate of Amity University; qualification PhD (interiordesign).,Doctor of Philosophy,Doctor of Philosophy,Design,,review_needed,L3,0.75,75.0,wrong_field
DPhil - graphicdesign - IIM Ahmedabad - 2026,Doctor of Philosophy,Doctor of Philosophy,Design,,resolved,L1,1.0,100,wrong_field
I completed my ph. d. in teachereducation from University of Mumbai in 2022.,Doctor of Philosophy,Doctor of Philosophy,Education,,review_needed,L3,0.72,72.0,wrong_field
Currently pursuing PHD (Hons) with specialization in hospitalitymanagement at Pune University.,Doctor of Philosophy,Doctor of Philosophy,Hotel Management,,review_needed,L3,0.75,75.0,wrong_field
Graduate of Jadavpur University; qualification Ph.D (Hons) (tourismandhospitality).,Doctor of Philosophy,Doctor of Philosophy,Hotel Management,,review_needed,L3,0.5,50.0,wrong_field
"Education: Ph.D (Hons), agriculturalscience, Jadavpur University, batch of 2016.",Doctor of Philosophy,Doctor of Philosophy,Agriculture,,review_needed,L3,0.5,50.0,wrong_field
"Education: Ph.D., -, VIT Vellore, batch of 2017.",Doctor of Philosophy,Doctor of Philosophy,General,,review_needed,L3,0.5,50.0,wrong_field
Graduate of Manipal University; qualification DoctorofPhilosophy (General).,Doctor of Philosophy,,General,General,review_needed,L3,0.35,35.0,wrong_degree
