raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
M. Sc in Computer Applications,Master of Computer Applications,Master of Science,Computer Applications,Computer Applications,resolved,L1,1.0,100,wrong_degree
MS - Computer Applications,Master of Computer Applications,Master of Science,Computer Applications,Computer Applications,resolved,L1,1.0,100,wrong_degree
MS / Computer Science (Applications),Master of Computer Applications,Master of Science,Computer Science (Applications),Computer Science (Applications),resolved,L1,1.0,100,wrong_degree
MSc - Computer Applications,Master of Computer Applications,Master of Science,Computer Applications,Computer Applications,resolved,L1,1.0,100,wrong_degree
MSc / Computer Applications,Master of Computer Applications,Master of Science,Computer Applications,Computer Applications,resolved,L1,1.0,100,wrong_degree
MS (Computer Science (Applications)),Master of Computer Applications,Master of Science,Computer Science (Applications),Computer Science (Applications),resolved,L1,1.0,100,wrong_degree
M. Sc - Computer Applications,Master of Computer Applications,Master of Science,Computer Applications,Computer Applications,resolved,L1,1.0,100,wrong_degree
MS / Computer Applications,Master of Computer Applications,Master of Science,Computer Applications,Computer Applications,resolved,L1,1.0,100,wrong_degree
M.S. - Computer Science (Applications),Master of Computer Applications,Master of Science,Computer Science (Applications),Computer Science (Applications),resolved,L1,1.0,100,wrong_degree
"MSC, Computer Applications",Master of Computer Applications,Master of Science,Computer Applications,Computer Applications,resolved,L1,1.0,100,wrong_degree
"M. Sc, Computer Science (Applications)",Master of Computer Applications,Bachelor of Engineering,,,review_needed,L2,0.7639,76.4,wrong_degree
MSC (Computer Applications),Master of Computer Applications,Master of Science,Computer Applications,Computer Applications,resolved,L1,1.0,100,wrong_degree
Master of Engineering in Metallurgical Engineering,Master of Engineering,Master of Engineering,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
"Master of Engineering, Biotechnology Engineering",Master of Engineering,Master of Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering (Textile Engineering),Master of Engineering,Master of Engineering,Textile Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering / Production Engineering,Master of Engineering,Master of Engineering,Production Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering / Biotechnology Engineering,Master of Engineering,Master of Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering (Instrumentation Engineering),Master of Engineering,Master of Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering (Metallurgical Engineering),Master of Engineering,Master of Engineering,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering - Production Engineering,Master of Engineering,Master of Engineering,Production Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering in Production Engineering,Master of Engineering,Master of Engineering,Production Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering / Electrical Engineering,Master of Engineering,Master of Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering in Aerospace Engineering,Master of Engineering,Master of Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering in Electrical Engineering,Master of Engineering,Master of Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering (Electronics and Communication Engineering),Master of Engineering,Master of Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering in Biotechnology Engineering,Master of Engineering,Master of Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering / Computer Science and Engineering,Master of Engineering,Master of Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering - Electronics and Communication Engineering,Master of Engineering,Master of Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering - Aerospace Engineering,Master of Engineering,Master of Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering - Metallurgical Engineering,Master of Engineering,Master of Engineering,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
"Master of Engineering, Electronics and Communication Engineering",Master of Engineering,Master of Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
"Master of Engineering, Textile Engineering",Master of Engineering,Master of Engineering,Textile Engineering,,resolved,L1,1.0,100,wrong_field
"Master of Engineering, Metallurgical Engineering",Master of Engineering,Master of Engineering,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering - Computer Science and Engineering,Master of Engineering,Master of Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering (Artificial Intelligence and Machine Learning),Master of Engineering,Master of Engineering,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
Master of Engineering / Electronics and Communication Engineering,Master of Engineering,Master of Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering - Textile Engineering,Master of Engineering,Master of Engineering,Textile Engineering,,resolved,L1,1.0,100,wrong_field
"Master of Engineering, Production Engineering",Master of Engineering,Master of Engineering,Production Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering / Artificial Intelligence and Machine Learning,Master of Engineering,Master of Engineering,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
Master of Engineering (Computer Science and Engineering),Master of Engineering,Master of Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering / Metallurgical Engineering,Master of Engineering,Master of Engineering,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
"Master of Engineering, Artificial Intelligence and Machine Learning",Master of Engineering,Master of Engineering,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
Master of Engineering in Electronics and Communication Engineering,Master of Engineering,Master of Engineering,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering / Aerospace Engineering,Master of Engineering,Master of Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
"Master of Engineering, Computer Science and Engineering",Master of Engineering,Master of Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering in Computer Science and Engineering,Master of Engineering,Master of Engineering,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering (Biotechnology Engineering),Master of Engineering,Master of Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
"Master of Engineering, Electrical Engineering",Master of Engineering,Master of Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering in Artificial Intelligence and Machine Learning,Master of Engineering,Master of Engineering,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
Master of Engineering (Aerospace Engineering),Master of Engineering,Master of Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering - Instrumentation Engineering,Master of Engineering,Master of Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering (Electrical Engineering),Master of Engineering,Master of Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering in Instrumentation Engineering,Master of Engineering,Master of Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering in Textile Engineering,Master of Engineering,Master of Engineering,Textile Engineering,,resolved,L1,1.0,100,wrong_field
"Master of Engineering, Instrumentation Engineering",Master of Engineering,Master of Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering / Textile Engineering,Master of Engineering,Master of Engineering,Textile Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering / Instrumentation Engineering,Master of Engineering,Master of Engineering,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering (Production Engineering),Master of Engineering,Master of Engineering,Production Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering - Electrical Engineering,Master of Engineering,Master of Engineering,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering - Biotechnology Engineering,Master of Engineering,Master of Engineering,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
Master of Engineering - Artificial Intelligence and Machine Learning,Master of Engineering,Master of Engineering,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
"Master of Engineering, Aerospace Engineering",Master of Engineering,Master of Engineering,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
M. Sc / Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
MSc / Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
MS / Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"MSc, Computer Science and Engineering",Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Master of Science in Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
M. Sc in Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
MSc - Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"Master of Science, Computer Science and Engineering",Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
MS - Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
M.Sc / Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Master of Science / Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
MSC - Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"M.Sc, Computer Science and Engineering",Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
MS (Computer Science and Engineering),Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
M. Sc - Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Master of Science - Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
MSC in Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
M.S. - Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"M.S., Computer Science and Engineering",Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
M. Sc (Computer Science and Engineering),Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"M. Sc, Computer Science and Engineering",Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
MS in Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
MSC (Computer Science and Engineering),Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
M.S. / Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
M.Sc - Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
M.Sc in Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
M.S. in Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
MSc in Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
M.S. (Computer Science and Engineering),Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Master of Science (Computer Science and Engineering),Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"MSC, Computer Science and Engineering",Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
MSc (Computer Science and Engineering),Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
M.Sc (Computer Science and Engineering),Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"MS, Computer Science and Engineering",Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
MSC / Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology / Electrical Engineering,Master of Technology,Master of Technology,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology / Artificial Intelligence and Machine Learning,Master of Technology,Master of Technology,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
Master of Technology (Artificial Intelligence and Machine Learning),Master of Technology,Master of Technology,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
Master of Technology in Metallurgical Engineering,Master of Technology,Master of Technology,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology / Computer Science and Engineering,Master of Technology,Master of Technology,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology - Metallurgical Engineering,Master of Technology,Master of Technology,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology (Metallurgical Engineering),Master of Technology,Master of Technology,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology / Aerospace Engineering,Master of Technology,Master of Technology,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology (Electronics and Communication Engineering),Master of Technology,Master of Technology,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology in Computer Science and Engineering,Master of Technology,Master of Technology,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"Master of Technology, Aerospace Engineering",Master of Technology,Master of Technology,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology (Instrumentation Engineering),Master of Technology,Master of Technology,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology - Instrumentation Engineering,Master of Technology,Master of Technology,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
Master Bacheler,Master of Technology,Master Bacheler,,,review_needed,L3,0.5,50.0,wrong_degree
Master of Technology - Aerospace Engineering,Master of Technology,Master of Technology,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology - Biotechnology Engineering,Master of Technology,Master of Technology,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology in Aerospace Engineering,Master of Technology,Master of Technology,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
"Master of Technology, Artificial Intelligence and Machine Learning",Master of Technology,Master of Technology,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
Master of Technology (Biotechnology Engineering),Master of Technology,Master of Technology,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology (Aerospace Engineering),Master of Technology,Master of Technology,Aerospace Engineering,,resolved,L1,1.0,100,wrong_field
"Master of Technology, Computer Science and Engineering",Master of Technology,Master of Technology,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
"Master of Technology, Electronics and Communication Engineering",Master of Technology,Master of Technology,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology in Artificial Intelligence and Machine Learning,Master of Technology,Master of Technology,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
Master of Technology in Electronics and Communication Engineering,Master of Technology,Master of Technology,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology / Textile Engineering,Master of Technology,Master of Technology,Textile Engineering,,resolved,L1,1.0,100,wrong_field
"Master of Technology, Metallurgical Engineering",Master of Technology,Master of Technology,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology in Instrumentation Engineering,Master of Technology,Master of Technology,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
"Master of Technology, Instrumentation Engineering",Master of Technology,Master of Technology,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology (Computer Science and Engineering),Master of Technology,Master of Technology,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology - Production Engineering,Master of Technology,Master of Technology,Production Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology (Production Engineering),Master of Technology,Master of Technology,Production Engineering,,resolved,L1,1.0,100,wrong_field
"Master of Technology, Textile Engineering",Master of Technology,Master of Technology,Textile Engineering,,resolved,L1,1.0,100,wrong_field
Master Engg,Master of Technology,Master of Engineering,,,review_needed,L2,0.7333,73.3,wrong_degree
Master of Technology - Artificial Intelligence and Machine Learning,Master of Technology,Master of Technology,Artificial Intelligence and Machine Learning,,resolved,L1,1.0,100,wrong_field
Master Bachellor,Master of Technology,Bachelor of Commerce,,,review_needed,L2,0.7139,71.4,wrong_degree
Master of Technology - Textile Engineering,Master of Technology,Master of Technology,Textile Engineering,,resolved,L1,1.0,100,wrong_field
Master Enginering,Master of Technology,Master of Engineering,,,fuzzy_matched,L2,0.9444,94.4,wrong_degree
Master of Technology / Biotechnology Engineering,Master of Technology,Master of Technology,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology - Computer Science and Engineering,Master of Technology,Master of Technology,Computer Science and Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology in Biotechnology Engineering,Master of Technology,Master of Technology,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology / Electronics and Communication Engineering,Master of Technology,Master of Technology,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology (Textile Engineering),Master of Technology,Master of Technology,Textile Engineering,,resolved,L1,1.0,100,wrong_field
"Master of Technology, Electrical Engineering",Master of Technology,Master of Technology,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
"Master of Technology, Biotechnology Engineering",Master of Technology,Master of Technology,Biotechnology Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology (Electrical Engineering),Master of Technology,Master of Technology,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology in Production Engineering,Master of Technology,Master of Technology,Production Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology - Electrical Engineering,Master of Technology,Master of Technology,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology / Instrumentation Engineering,Master of Technology,Master of Technology,Instrumentation Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology - Electronics and Communication Engineering,Master of Technology,Master of Technology,Electronics and Communication Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology in Electrical Engineering,Master of Technology,Master of Technology,Electrical Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology in Textile Engineering,Master of Technology,Master of Technology,Textile Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology / Production Engineering,Master of Technology,Master of Technology,Production Engineering,,resolved,L1,1.0,100,wrong_field
"Master of Technology, Production Engineering",Master of Technology,Master of Technology,Production Engineering,,resolved,L1,1.0,100,wrong_field
Master of Technology / Metallurgical Engineering,Master of Technology,Master of Technology,Metallurgical Engineering,,resolved,L1,1.0,100,wrong_field
Polytechnic (Business Administration),Post Graduate Diploma,Diploma in Engineering,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
Polytechnic / Business Administration,Post Graduate Diploma,Diploma in Engineering,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
3 Year Diploma / Operations Management,Post Graduate Diploma,Diploma in Engineering,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
3 Year Diploma / Marketing,Post Graduate Diploma,Diploma in Engineering,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
Dip. Engg in Entrepreneurship,Post Graduate Diploma,Diploma in Engineering,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
Polytechnic - Human Resources Management,Post Graduate Diploma,Diploma in Engineering,Human Resources Management,,resolved,L1,1.0,100,wrong_degree_and_field
Dip. Engg in Human Resources Management,Post Graduate Diploma,Diploma in Engineering,Human Resources Management,,resolved,L1,1.0,100,wrong_degree_and_field
Polytechnic / Banking and Finance,Post Graduate Diploma,Diploma in Engineering,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
3 Year Diploma (Commerce),Post Graduate Diploma,Diploma in Engineering,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
Dip. Engg - Entrepreneurship,Post Graduate Diploma,Diploma in Engineering,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
3 Year Diploma in International Business,Post Graduate Diploma,Diploma in Engineering,International Business,International Business,resolved,L1,1.0,100,wrong_degree
Dip. Engg - Accounting,Post Graduate Diploma,Diploma in Engineering,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
3 Year Diploma (Marketing),Post Graduate Diploma,Diploma in Engineering,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
"Polytechnic, Human Resources Management",Post Graduate Diploma,Diploma in Engineering,Human Resources Management,,resolved,L1,1.0,100,wrong_degree_and_field
Dip. Engg - Operations Management,Post Graduate Diploma,Diploma in Engineering,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
3 Year Diploma in Banking and Finance,Post Graduate Diploma,Diploma in Engineering,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
"3 Year Diploma, Marketing",Post Graduate Diploma,Diploma in Engineering,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
Dip. Engg / Commerce,Post Graduate Diploma,Diploma in Engineering,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
3 Year Diploma (Banking and Finance),Post Graduate Diploma,Diploma in Engineering,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
Dip. Engg in Business Administration,Post Graduate Diploma,Diploma in Engineering,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
Polytechnic / Marketing,Post Graduate Diploma,Diploma in Engineering,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
Post Graduate Diploma in Business Management Hons,Post Graduate Diploma,Post Graduate Diploma,,Business Administration,resolved,L1,1.0,100,wrong_field
3 Year Diploma - Marketing,Post Graduate Diploma,Diploma in Engineering,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
Polytechnic (Human Resources Management),Post Graduate Diploma,Diploma in Engineering,Human Resources Management,,resolved,L1,1.0,100,wrong_degree_and_field
3 Year Diploma - Accounting,Post Graduate Diploma,Diploma in Engineering,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
Polytechnic - Finance,Post Graduate Diploma,Diploma in Engineering,Finance,Finance,resolved,L1,1.0,100,wrong_degree
"3 Year Diploma, Accounting",Post Graduate Diploma,Diploma in Engineering,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
3 Year Diploma - International Business,Post Graduate Diploma,Diploma in Engineering,International Business,International Business,resolved,L1,1.0,100,wrong_degree
Dip. Engg / Business Administration,Post Graduate Diploma,Diploma in Engineering,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
Polytechnic / Operations Management,Post Graduate Diploma,Diploma in Engineering,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
3 Year Diploma - Human Resources Management,Post Graduate Diploma,Diploma in Engineering,Human Resources Management,,resolved,L1,1.0,100,wrong_degree_and_field
Post Graduate Diploma in Human Resources Management,Post Graduate Diploma,Post Graduate Diploma,Human Resources Management,,resolved,L1,1.0,100,wrong_field
Dip. Engg in Commerce,Post Graduate Diploma,Diploma in Engineering,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
"Polytechnic, Marketing",Post Graduate Diploma,Diploma in Engineering,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
3 Year Diploma / Human Resources Management,Post Graduate Diploma,Diploma in Engineering,Human Resources Management,,resolved,L1,1.0,100,wrong_degree_and_field
Dip. Engg / Marketing,Post Graduate Diploma,Diploma in Engineering,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
3 Year Diploma (Human Resources Management),Post Graduate Diploma,Diploma in Engineering,Human Resources Management,,resolved,L1,1.0,100,wrong_degree_and_field
Dip. Engg in Banking and Finance,Post Graduate Diploma,Diploma in Engineering,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
Polytechnic (Finance),Post Graduate Diploma,Diploma in Engineering,Finance,Finance,resolved,L1,1.0,100,wrong_degree
"3 Year Diploma, Human Resources Management",Post Graduate Diploma,Diploma in Engineering,Human Resources Management,,resolved,L1,1.0,100,wrong_degree_and_field
Dip. Engg / International Business,Post Graduate Diploma,Diploma in Engineering,International Business,International Business,resolved,L1,1.0,100,wrong_degree
"3 Year Diploma, Finance",Post Graduate Diploma,Diploma in Engineering,Finance,Finance,resolved,L1,1.0,100,wrong_degree
Dip. Engg - Banking and Finance,Post Graduate Diploma,Diploma in Engineering,Banking and Finance,Banking and Finance,resolved,L1,1.0,100,wrong_degree
"Polytechnic, Entrepreneurship",Post Graduate Diploma,Diploma in Engineering,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
3 Year Diploma in Marketing,Post Graduate Diploma,Diploma in Engineering,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
3 Year Diploma in Operations Management,Post Graduate Diploma,Diploma in Engineering,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
Dip. Engg in Marketing,Post Graduate Diploma,Diploma in Engineering,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
Dip. Engg (International Business),Post Graduate Diploma,Diploma in Engineering,International Business,International Business,resolved,L1,1.0,100,wrong_degree
Polytechnic in International Business,Post Graduate Diploma,Diploma in Engineering,International Business,International Business,resolved,L1,1.0,100,wrong_degree
3 Year Diploma / International Business,Post Graduate Diploma,Diploma in Engineering,International Business,International Business,resolved,L1,1.0,100,wrong_degree
Polytechnic (Marketing),Post Graduate Diploma,Diploma in Engineering,Marketing,Marketing,resolved,L1,1.0,100,wrong_degree
Post Graduate Diploma in Management (Hons),Post Graduate Diploma,Post Graduate Diploma,,Business Administration,resolved,L1,1.0,100,wrong_field
Polytechnic (International Business),Post Graduate Diploma,Diploma in Engineering,International Business,International Business,resolved,L1,1.0,100,wrong_degree
"Dip. Engg, Entrepreneurship",Post Graduate Diploma,Diploma in Engineering,Entrepreneurship,Entrepreneurship,resolved,L1,1.0,100,wrong_degree
"Dip. Engg, Human Resources Management",Post Graduate Diploma,Diploma in Engineering,Human Resources Management,,resolved,L1,1.0,100,wrong_degree_and_field
Polytechnic - Commerce,Post Graduate Diploma,Diploma in Engineering,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
3 Year Diploma in Accounting,Post Graduate Diploma,Diploma in Engineering,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
Polytechnic - Accounting,Post Graduate Diploma,Diploma in Engineering,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
Polytechnic in Commerce,Post Graduate Diploma,Diploma in Engineering,Commerce,Commerce,resolved,L1,1.0,100,wrong_degree
Dip. Engg (Business Administration),Post Graduate Diploma,Diploma in Engineering,Business Administration,Business Administration,resolved,L1,1.0,100,wrong_degree
Dip. Engg (Accounting),Post Graduate Diploma,Diploma in Engineering,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
3 Year Diploma in Finance,Post Graduate Diploma,Diploma in Engineering,Finance,Finance,resolved,L1,1.0,100,wrong_degree
"Post Graduate Diploma, Human Resources Management",Post Graduate Diploma,Post Graduate Diploma,Human Resources Management,,resolved,L1,1.0,100,wrong_field
"Dip. Engg, International Business",Post Graduate Diploma,Diploma in Engineering,International Business,International Business,resolved,L1,1.0,100,wrong_degree
3 Year Diploma / Accounting,Post Graduate Diploma,Diploma in Engineering,Accounting,Accounting,resolved,L1,1.0,100,wrong_degree
3 Year Diploma - Finance,Post Graduate Diploma,Diploma in Engineering,Finance,Finance,resolved,L1,1.0,100,wrong_degree
Dip. Engg (Operations Management),Post Graduate Diploma,Diploma in Engineering,Operations Management,Operations Management,resolved,L1,1.0,100,wrong_degree
