raw_string,canonical_name,normalized,source,confidence
BSc Hons / Operations Management,Bachelor of Business Administration,bsc operations management,generated_permutation,1.0
Master of Business Administration - Operations Management,Master of Business Administration,master of business administration operations management,generated_permutation,1.0
Master of Business Administration in Operations Management,Master of Business Administration,master of business administration operations management,generated_permutation,1.0
Master of Business Administration (Operations Management),Master of Business Administration,master of business administration operations management,generated_permutation,1.0
"Master of Business Administration, Operations Management",Master of Business Administration,master of business administration operations management,generated_permutation,1.0
Master of Business Administration / Operations Management,Master of Business Administration,master of business administration operations management,generated_permutation,1.0
MSc - Operations Management,Master of Business Administration,msc operations management,generated_permutation,1.0
MSc in Operations Management,Master of Business Administration,msc operations management,generated_permutation,1.0
MSc (Operations Management),Master of Business Administration,msc operations management,generated_permutation,1.0
"MSc, Operations Management",Master of Business Administration,msc operations management,generated_permutation,1.0
MSc / Operations Management,Master of Business Administration,msc operations management,generated_permutation,1.0
M.Sc - Operations Management,Master of Business Administration,msc operations management,generated_permutation,1.0
M.Sc in Operations Management,Master of Business Administration,msc operations management,generated_permutation,1.0
M.Sc (Operations Management),Master of Business Administration,msc operations management,generated_permutation,1.0
"M.Sc, Operations Management",Master of Business Administration,msc operations management,generated_permutation,1.0
M.Sc / Operations Management,Master of Business Administration,msc operations management,generated_permutation,1.0
M. Sc - Operations Management,Master of Business Administration,m sc operations management,generated_permutation,1.0
M. Sc in Operations Management,Master of Business Administration,m sc operations management,generated_permutation,1.0
M. Sc (Operations Management),Master of Business Administration,m sc operations management,generated_permutation,1.0
"M. Sc, Operations Management",Master of Business Administration,m sc operations management,generated_permutation,1.0
M. Sc / Operations Management,Master of Business Administration,m sc operations management,generated_permutation,1.0
MSC - Operations Management,Master of Business Administration,msc operations management,generated_permutation,1.0
MSC in Operations Management,Master of Business Administration,msc operations management,generated_permutation,1.0
MSC (Operations Management),Master of Business Administration,msc operations management,generated_permutation,1.0
"MSC, Operations Management",Master of Business Administration,msc operations management,generated_permutation,1.0
MSC / Operations Management,Master of Business Administration,msc operations management,generated_permutation,1.0
M.S. - Operations Management,Master of Business Administration,ms operations management,generated_permutation,1.0
M.S. in Operations Management,Master of Business Administration,ms operations management,generated_permutation,1.0
M.S. (Operations Management),Master of Business Administration,ms operations management,generated_permutation,1.0
"M.S., Operations Management",Master of Business Administration,ms operations management,generated_permutation,1.0
M.S. / Operations Management,Master of Business Administration,ms operations management,generated_permutation,1.0
MS - Operations Management,Master of Business Administration,ms operations management,generated_permutation,1.0
MS in Operations Management,Master of Business Administration,ms operations management,generated_permutation,1.0
MS (Operations Management),Master of Business Administration,ms operations management,generated_permutation,1.0
"MS, Operations Management",Master of Business Administration,ms operations management,generated_permutation,1.0
MS / Operations Management,Master of Business Administration,ms operations management,generated_permutation,1.0
Post Graduate Diploma - Operations Management,Post Graduate Diploma,post graduate diploma operations management,generated_permutation,1.0
Post Graduate Diploma in Operations Management,Post Graduate Diploma,post graduate diploma operations management,generated_permutation,1.0
Post Graduate Diploma (Operations Management),Post Graduate Diploma,post graduate diploma operations management,generated_permutation,1.0
"Post Graduate Diploma, Operations Management",Post Graduate Diploma,post graduate diploma operations management,generated_permutation,1.0
Post Graduate Diploma / Operations Management,Post Graduate Diploma,post graduate diploma operations management,generated_permutation,1.0
3 Year Diploma - Operations Management,Post Graduate Diploma,3 year diploma operations management,generated_permutation,1.0
3 Year Diploma in Operations Management,Post Graduate Diploma,3 year diploma operations management,generated_permutation,1.0
3 Year Diploma (Operations Management),Post Graduate Diploma,3 year diploma operations management,generated_permutation,1.0
"3 Year Diploma, Operations Management",Post Graduate Diploma,3 year diploma operations management,generated_permutation,1.0
3 Year Diploma / Operations Management,Post Graduate Diploma,3 year diploma operations management,generated_permutation,1.0
Polytechnic - Operations Management,Post Graduate Diploma,polytechnic operations management,generated_permutation,1.0
Polytechnic in Operations Management,Post Graduate Diploma,polytechnic operations management,generated_permutation,1.0
Polytechnic (Operations Management),Post Graduate Diploma,polytechnic operations management,generated_permutation,1.0
"Polytechnic, Operations Management",Post Graduate Diploma,polytechnic operations management,generated_permutation,1.0
Polytechnic / Operations Management,Post Graduate Diploma,polytechnic operations management,generated_permutation,1.0
Dip. Engg - Operations Management,Post Graduate Diploma,dip engg operations management,generated_permutation,1.0
Dip. Engg in Operations Management,Post Graduate Diploma,dip engg operations management,generated_permutation,1.0
Dip. Engg (Operations Management),Post Graduate Diploma,dip engg operations management,generated_permutation,1.0
"Dip. Engg, Operations Management",Post Graduate Diploma,dip engg operations management,generated_permutation,1.0
Dip. Engg / Operations Management,Post Graduate Diploma,dip engg operations management,generated_permutation,1.0
Bachelor of Business Administration - International Business,Bachelor of Business Administration,bachelor of business administration international business,generated_permutation,1.0
Bachelor of Business Administration in International Business,Bachelor of Business Administration,bachelor of business administration international business,generated_permutation,1.0
Bachelor of Business Administration (International Business),Bachelor of Business Administration,bachelor of business administration international business,generated_permutation,1.0
"Bachelor of Business Administration, International Business",Bachelor of Business Administration,bachelor of business administration international business,generated_permutation,1.0
Bachelor of Business Administration / International Business,Bachelor of Business Administration,bachelor of business administration international business,generated_permutation,1.0
BSc - International Business,Bachelor of Business Administration,bsc international business,generated_permutation,1.0
BSc in International Business,Bachelor of Business Administration,bsc international business,generated_permutation,1.0
BSc (International Business),Bachelor of Business Administration,bsc international business,generated_permutation,1.0
"BSc, International Business",Bachelor of Business Administration,bsc international business,generated_permutation,1.0
BSc / International Business,Bachelor of Business Administration,bsc international business,generated_permutation,1.0
B.Sc - International Business,Bachelor of Business Administration,bsc international business,generated_permutation,1.0
B.Sc in International Business,Bachelor of Business Administration,bsc international business,generated_permutation,1.0
B.Sc (International Business),Bachelor of Business Administration,bsc international business,generated_permutation,1.0
"B.Sc, International Business",Bachelor of Business Administration,bsc international business,generated_permutation,1.0
B.Sc / International Business,Bachelor of Business Administration,bsc international business,generated_permutation,1.0
B. Sc - International Business,Bachelor of Business Administration,b sc international business,generated_permutation,1.0
B. Sc in International Business,Bachelor of Business Administration,b sc international business,generated_permutation,1.0
B. Sc (International Business),Bachelor of Business Administration,b sc international business,generated_permutation,1.0
"B. Sc, International Business",Bachelor of Business Administration,b sc international business,generated_permutation,1.0
B. Sc / International Business,Bachelor of Business Administration,b sc international business,generated_permutation,1.0
B.Sc. - International Business,Bachelor of Business Administration,bsc international business,generated_permutation,1.0
B.Sc. in International Business,Bachelor of Business Administration,bsc international business,generated_permutation,1.0
B.Sc. (International Business),Bachelor of Business Administration,bsc international business,generated_permutation,1.0
"B.Sc., International Business",Bachelor of Business Administration,bsc international business,generated_permutation,1.0
B.Sc. / International Business,Bachelor of Business Administration,bsc international business,generated_permutation,1.0
BSC - International Business,Bachelor of Business Administration,bsc international business,generated_permutation,1.0
BSC in International Business,Bachelor of Business Administration,bsc international business,generated_permutation,1.0
BSC (International Business),Bachelor of Business Administration,bsc international business,generated_permutation,1.0
"BSC, International Business",Bachelor of Business Administration,bsc international business,generated_permutation,1.0
BSC / International Business,Bachelor of Business Administration,bsc international business,generated_permutation,1.0
BSc Hons - International Business,Bachelor of Business Administration,bsc international business,generated_permutation,1.0
BSc Hons in International Business,Bachelor of Business Administration,bsc international business,generated_permutation,1.0
BSc Hons (International Business),Bachelor of Business Administration,bsc international business,generated_permutation,1.0
"BSc Hons, International Business",Bachelor of Business Administration,bsc international business,generated_permutation,1.0
BSc Hons / International Business,Bachelor of Business Administration,bsc international business,generated_permutation,1.0
Master of Business Administration - International Business,Master of Business Administration,master of business administration international business,generated_permutation,1.0
Master of Business Administration in International Business,Master of Business Administration,master of business administration international business,generated_permutation,1.0
Master of Business Administration (International Business),Master of Business Administration,master of business administration international business,generated_permutation,1.0
"Master of Business Administration, International Business",Master of Business Administration,master of business administration international business,generated_permutation,1.0
Master of Business Administration / International Business,Master of Business Administration,master of business administration international business,generated_permutation,1.0
MSc - International Business,Master of Business Administration,msc international business,generated_permutation,1.0
MSc in International Business,Master of Business Administration,msc international business,generated_permutation,1.0
MSc (International Business),Master of Business Administration,msc international business,generated_permutation,1.0
"MSc, International Business",Master of Business Administration,msc international business,generated_permutation,1.0
MSc / International Business,Master of Business Administration,msc international business,generated_permutation,1.0
M.Sc - International Business,Master of Business Administration,msc international business,generated_permutation,1.0
M.Sc in International Business,Master of Business Administration,msc international business,generated_permutation,1.0
M.Sc (International Business),Master of Business Administration,msc international business,generated_permutation,1.0
"M.Sc, International Business",Master of Business Administration,msc international business,generated_permutation,1.0
M.Sc / International Business,Master of Business Administration,msc international business,generated_permutation,1.0
M. Sc - International Business,Master of Business Administration,m sc international business,generated_permutation,1.0
M. Sc in International Business,Master of Business Administration,m sc international business,generated_permutation,1.0
M. Sc (International Business),Master of Business Administration,m sc international business,generated_permutation,1.0
"M. Sc, International Business",Master of Business Administration,m sc international business,generated_permutation,1.0
M. Sc / International Business,Master of Business Administration,m sc international business,generated_permutation,1.0
MSC - International Business,Master of Business Administration,msc international business,generated_permutation,1.0
MSC in International Business,Master of Business Administration,msc international business,generated_permutation,1.0
MSC (International Business),Master of Business Administration,msc international business,generated_permutation,1.0
"MSC, International Business",Master of Business Administration,msc international business,generated_permutation,1.0
MSC / International Business,Master of Business Administration,msc international business,generated_permutation,1.0
M.S. - International Business,Master of Business Administration,ms international business,generated_permutation,1.0
M.S. in International Business,Master of Business Administration,ms international business,generated_permutation,1.0
M.S. (International Business),Master of Business Administration,ms international business,generated_permutation,1.0
"M.S., International Business",Master of Business Administration,ms international business,generated_permutation,1.0
M.S. / International Business,Master of Business Administration,ms international business,generated_permutation,1.0
MS - International Business,Master of Business Administration,ms international business,generated_permutation,1.0
MS in International Business,Master of Business Administration,ms international business,generated_permutation,1.0
MS (International Business),Master of Business Administration,ms international business,generated_permutation,1.0
"MS, International Business",Master of Business Administration,ms international business,generated_permutation,1.0
MS / International Business,Master of Business Administration,ms international business,generated_permutation,1.0
Post Graduate Diploma - International Business,Post Graduate Diploma,post graduate diploma international business,generated_permutation,1.0
Post Graduate Diploma in International Business,Post Graduate Diploma,post graduate diploma international business,generated_permutation,1.0
Post Graduate Diploma (International Business),Post Graduate Diploma,post graduate diploma international business,generated_permutation,1.0
"Post Graduate Diploma, International Business",Post Graduate Diploma,post graduate diploma international business,generated_permutation,1.0
Post Graduate Diploma / International Business,Post Graduate Diploma,post graduate diploma international business,generated_permutation,1.0
3 Year Diploma - International Business,Post Graduate Diploma,3 year diploma international business,generated_permutation,1.0
3 Year Diploma in International Business,Post Graduate Diploma,3 year diploma international business,generated_permutation,1.0
3 Year Diploma (International Business),Post Graduate Diploma,3 year diploma international business,generated_permutation,1.0
"3 Year Diploma, International Business",Post Graduate Diploma,3 year diploma international business,generated_permutation,1.0
3 Year Diploma / International Business,Post Graduate Diploma,3 year diploma international business,generated_permutation,1.0
Polytechnic - International Business,Post Graduate Diploma,polytechnic international business,generated_permutation,1.0
Polytechnic in International Business,Post Graduate Diploma,polytechnic international business,generated_permutation,1.0
Polytechnic (International Business),Post Graduate Diploma,polytechnic international business,generated_permutation,1.0
"Polytechnic, International Business",Post Graduate Diploma,polytechnic international business,generated_permutation,1.0
Polytechnic / International Business,Post Graduate Diploma,polytechnic international business,generated_permutation,1.0
Dip. Engg - International Business,Post Graduate Diploma,dip engg international business,generated_permutation,1.0
Dip. Engg in International Business,Post Graduate Diploma,dip engg international business,generated_permutation,1.0
Dip. Engg (International Business),Post Graduate Diploma,dip engg international business,generated_permutation,1.0
"Dip. Engg, International Business",Post Graduate Diploma,dip engg international business,generated_permutation,1.0
Dip. Engg / International Business,Post Graduate Diploma,dip engg international business,generated_permutation,1.0
Bachelor of Business Administration - Entrepreneurship,Bachelor of Business Administration,bachelor of business administration entrepreneurship,generated_permutation,1.0
Bachelor of Business Administration in Entrepreneurship,Bachelor of Business Administration,bachelor of business administration entrepreneurship,generated_permutation,1.0
Bachelor of Business Administration (Entrepreneurship),Bachelor of Business Administration,bachelor of business administration entrepreneurship,generated_permutation,1.0
"Bachelor of Business Administration, Entrepreneurship",Bachelor of Business Administration,bachelor of business administration entrepreneurship,generated_permutation,1.0
Bachelor of Business Administration / Entrepreneurship,Bachelor of Business Administration,bachelor of business administration entrepreneurship,generated_permutation,1.0
BSc - Entrepreneurship,Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
BSc in Entrepreneurship,Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
BSc (Entrepreneurship),Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
"BSc, Entrepreneurship",Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
BSc / Entrepreneurship,Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
B.Sc - Entrepreneurship,Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
B.Sc in Entrepreneurship,Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
B.Sc (Entrepreneurship),Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
"B.Sc, Entrepreneurship",Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
B.Sc / Entrepreneurship,Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
B. Sc - Entrepreneurship,Bachelor of Business Administration,b sc entrepreneurship,generated_permutation,1.0
B. Sc in Entrepreneurship,Bachelor of Business Administration,b sc entrepreneurship,generated_permutation,1.0
B. Sc (Entrepreneurship),Bachelor of Business Administration,b sc entrepreneurship,generated_permutation,1.0
"B. Sc, Entrepreneurship",Bachelor of Business Administration,b sc entrepreneurship,generated_permutation,1.0
B. Sc / Entrepreneurship,Bachelor of Business Administration,b sc entrepreneurship,generated_permutation,1.0
B.Sc. - Entrepreneurship,Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
B.Sc. in Entrepreneurship,Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
B.Sc. (Entrepreneurship),Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
"B.Sc., Entrepreneurship",Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
B.Sc. / Entrepreneurship,Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
BSC - Entrepreneurship,Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
BSC in Entrepreneurship,Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
BSC (Entrepreneurship),Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
"BSC, Entrepreneurship",Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
BSC / Entrepreneurship,Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
BSc Hons - Entrepreneurship,Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
BSc Hons in Entrepreneurship,Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
BSc Hons (Entrepreneurship),Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
"BSc Hons, Entrepreneurship",Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
BSc Hons / Entrepreneurship,Bachelor of Business Administration,bsc entrepreneurship,generated_permutation,1.0
Master of Business Administration - Entrepreneurship,Master of Business Administration,master of business administration entrepreneurship,generated_permutation,1.0
Master of Business Administration in Entrepreneurship,Master of Business Administration,master of business administration entrepreneurship,generated_permutation,1.0
Master of Business Administration (Entrepreneurship),Master of Business Administration,master of business administration entrepreneurship,generated_permutation,1.0
"Master of Business Administration, Entrepreneurship",Master of Business Administration,master of business administration entrepreneurship,generated_permutation,1.0
Master of Business Administration / Entrepreneurship,Master of Business Administration,master of business administration entrepreneurship,generated_permutation,1.0
MSc - Entrepreneurship,Master of Business Administration,msc entrepreneurship,generated_permutation,1.0
MSc in Entrepreneurship,Master of Business Administration,msc entrepreneurship,generated_permutation,1.0
MSc (Entrepreneurship),Master of Business Administration,msc entrepreneurship,generated_permutation,1.0
"MSc, Entrepreneurship",Master of Business Administration,msc entrepreneurship,generated_permutation,1.0
MSc / Entrepreneurship,Master of Business Administration,msc entrepreneurship,generated_permutation,1.0
M.Sc - Entrepreneurship,Master of Business Administration,msc entrepreneurship,generated_permutation,1.0
M.Sc in Entrepreneurship,Master of Business Administration,msc entrepreneurship,generated_permutation,1.0
M.Sc (Entrepreneurship),Master of Business Administration,msc entrepreneurship,generated_permutation,1.0
"M.Sc, Entrepreneurship",Master of Business Administration,msc entrepreneurship,generated_permutation,1.0
M.Sc / Entrepreneurship,Master of Business Administration,msc entrepreneurship,generated_permutation,1.0
M. Sc - Entrepreneurship,Master of Business Administration,m sc entrepreneurship,generated_permutation,1.0
M. Sc in Entrepreneurship,Master of Business Administration,m sc entrepreneurship,generated_permutation,1.0
M. Sc (Entrepreneurship),Master of Business Administration,m sc entrepreneurship,generated_permutation,1.0
"M. Sc, Entrepreneurship",Master of Business Administration,m sc entrepreneurship,generated_permutation,1.0
M. Sc / Entrepreneurship,Master of Business Administration,m sc entrepreneurship,generated_permutation,1.0
MSC - Entrepreneurship,Master of Business Administration,msc entrepreneurship,generated_permutation,1.0
MSC in Entrepreneurship,Master of Business Administration,msc entrepreneurship,generated_permutation,1.0
MSC (Entrepreneurship),Master of Business Administration,msc entrepreneurship,generated_permutation,1.0
"MSC, Entrepreneurship",Master of Business Administration,msc entrepreneurship,generated_permutation,1.0
MSC / Entrepreneurship,Master of Business Administration,msc entrepreneurship,generated_permutation,1.0
M.S. - Entrepreneurship,Master of Business Administration,ms entrepreneurship,generated_permutation,1.0
M.S. in Entrepreneurship,Master of Business Administration,ms entrepreneurship,generated_permutation,1.0
M.S. (Entrepreneurship),Master of Business Administration,ms entrepreneurship,generated_permutation,1.0
"M.S., Entrepreneurship",Master of Business Administration,ms entrepreneurship,generated_permutation,1.0
M.S. / Entrepreneurship,Master of Business Administration,ms entrepreneurship,generated_permutation,1.0
MS - Entrepreneurship,Master of Business Administration,ms entrepreneurship,generated_permutation,1.0
MS in Entrepreneurship,Master of Business Administration,ms entrepreneurship,generated_permutation,1.0
MS (Entrepreneurship),Master of Business Administration,ms entrepreneurship,generated_permutation,1.0
"MS, Entrepreneurship",Master of Business Administration,ms entrepreneurship,generated_permutation,1.0
MS / Entrepreneurship,Master of Business Administration,ms entrepreneurship,generated_permutation,1.0
Post Graduate Diploma - Entrepreneurship,Post Graduate Diploma,post graduate diploma entrepreneurship,generated_permutation,1.0
Post Graduate Diploma in Entrepreneurship,Post Graduate Diploma,post graduate diploma entrepreneurship,generated_permutation,1.0
Post Graduate Diploma (Entrepreneurship),Post Graduate Diploma,post graduate diploma entrepreneurship,generated_permutation,1.0
"Post Graduate Diploma, Entrepreneurship",Post Graduate Diploma,post graduate diploma entrepreneurship,generated_permutation,1.0
Post Graduate Diploma / Entrepreneurship,Post Graduate Diploma,post graduate diploma entrepreneurship,generated_permutation,1.0
3 Year Diploma - Entrepreneurship,Post Graduate Diploma,3 year diploma entrepreneurship,generated_permutation,1.0
3 Year Diploma in Entrepreneurship,Post Graduate Diploma,3 year diploma entrepreneurship,generated_permutation,1.0
3 Year Diploma (Entrepreneurship),Post Graduate Diploma,3 year diploma entrepreneurship,generated_permutation,1.0
"3 Year Diploma, Entrepreneurship",Post Graduate Diploma,3 year diploma entrepreneurship,generated_permutation,1.0
3 Year Diploma / Entrepreneurship,Post Graduate Diploma,3 year diploma entrepreneurship,generated_permutation,1.0
Polytechnic - Entrepreneurship,Post Graduate Diploma,polytechnic entrepreneurship,generated_permutation,1.0
Polytechnic in Entrepreneurship,Post Graduate Diploma,polytechnic entrepreneurship,generated_permutation,1.0
Polytechnic (Entrepreneurship),Post Graduate Diploma,polytechnic entrepreneurship,generated_permutation,1.0
"Polytechnic, Entrepreneurship",Post Graduate Diploma,polytechnic entrepreneurship,generated_permutation,1.0
Polytechnic / Entrepreneurship,Post Graduate Diploma,polytechnic entrepreneurship,generated_permutation,1.0
Dip. Engg - Entrepreneurship,Post Graduate Diploma,dip engg entrepreneurship,generated_permutation,1.0
Dip. Engg in Entrepreneurship,Post Graduate Diploma,dip engg entrepreneurship,generated_permutation,1.0
Dip. Engg (Entrepreneurship),Post Graduate Diploma,dip engg entrepreneurship,generated_permutation,1.0
"Dip. Engg, Entrepreneurship",Post Graduate Diploma,dip engg entrepreneurship,generated_permutation,1.0
Dip. Engg / Entrepreneurship,Post Graduate Diploma,dip engg entrepreneurship,generated_permutation,1.0
Bachelor of Business Administration - Commerce,Bachelor of Business Administration,bachelor of business administration commerce,generated_permutation,1.0
Bachelor of Business Administration in Commerce,Bachelor of Business Administration,bachelor of business administration commerce,generated_permutation,1.0
Bachelor of Business Administration (Commerce),Bachelor of Business Administration,bachelor of business administration commerce,generated_permutation,1.0
"Bachelor of Business Administration, Commerce",Bachelor of Business Administration,bachelor of business administration commerce,generated_permutation,1.0
Bachelor of Business Administration / Commerce,Bachelor of Business Administration,bachelor of business administration commerce,generated_permutation,1.0
BSc - Commerce,Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
BSc in Commerce,Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
BSc (Commerce),Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
"BSc, Commerce",Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
BSc / Commerce,Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
B.Sc - Commerce,Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
B.Sc in Commerce,Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
B.Sc (Commerce),Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
"B.Sc, Commerce",Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
B.Sc / Commerce,Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
B. Sc - Commerce,Bachelor of Business Administration,b sc commerce,generated_permutation,1.0
B. Sc in Commerce,Bachelor of Business Administration,b sc commerce,generated_permutation,1.0
B. Sc (Commerce),Bachelor of Business Administration,b sc commerce,generated_permutation,1.0
"B. Sc, Commerce",Bachelor of Business Administration,b sc commerce,generated_permutation,1.0
B. Sc / Commerce,Bachelor of Business Administration,b sc commerce,generated_permutation,1.0
B.Sc. - Commerce,Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
B.Sc. in Commerce,Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
B.Sc. (Commerce),Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
"B.Sc., Commerce",Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
B.Sc. / Commerce,Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
BSC - Commerce,Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
BSC in Commerce,Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
BSC (Commerce),Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
"BSC, Commerce",Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
BSC / Commerce,Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
BSc Hons - Commerce,Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
BSc Hons in Commerce,Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
BSc Hons (Commerce),Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
"BSc Hons, Commerce",Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
BSc Hons / Commerce,Bachelor of Business Administration,bsc commerce,generated_permutation,1.0
Master of Business Administration - Commerce,Master of Business Administration,master of business administration commerce,generated_permutation,1.0
Master of Business Administration in Commerce,Master of Business Administration,master of business administration commerce,generated_permutation,1.0
Master of Business Administration (Commerce),Master of Business Administration,master of business administration commerce,generated_permutation,1.0
"Master of Business Administration, Commerce",Master of Business Administration,master of business administration commerce,generated_permutation,1.0
Master of Business Administration / Commerce,Master of Business Administration,master of business administration commerce,generated_permutation,1.0
MSc - Commerce,Master of Business Administration,msc commerce,generated_permutation,1.0
MSc in Commerce,Master of Business Administration,msc commerce,generated_permutation,1.0
MSc (Commerce),Master of Business Administration,msc commerce,generated_permutation,1.0
"MSc, Commerce",Master of Business Administration,msc commerce,generated_permutation,1.0
MSc / Commerce,Master of Business Administration,msc commerce,generated_permutation,1.0
M.Sc - Commerce,Master of Business Administration,msc commerce,generated_permutation,1.0
M.Sc in Commerce,Master of Business Administration,msc commerce,generated_permutation,1.0
M.Sc (Commerce),Master of Business Administration,msc commerce,generated_permutation,1.0
"M.Sc, Commerce",Master of Business Administration,msc commerce,generated_permutation,1.0
M.Sc / Commerce,Master of Business Administration,msc commerce,generated_permutation,1.0
M. Sc - Commerce,Master of Business Administration,m sc commerce,generated_permutation,1.0
M. Sc in Commerce,Master of Business Administration,m sc commerce,generated_permutation,1.0
M. Sc (Commerce),Master of Business Administration,m sc commerce,generated_permutation,1.0
"M. Sc, Commerce",Master of Business Administration,m sc commerce,generated_permutation,1.0
M. Sc / Commerce,Master of Business Administration,m sc commerce,generated_permutation,1.0
MSC - Commerce,Master of Business Administration,msc commerce,generated_permutation,1.0
MSC in Commerce,Master of Business Administration,msc commerce,generated_permutation,1.0
MSC (Commerce),Master of Business Administration,msc commerce,generated_permutation,1.0
"MSC, Commerce",Master of Business Administration,msc commerce,generated_permutation,1.0
MSC / Commerce,Master of Business Administration,msc commerce,generated_permutation,1.0
M.S. - Commerce,Master of Business Administration,ms commerce,generated_permutation,1.0
M.S. in Commerce,Master of Business Administration,ms commerce,generated_permutation,1.0
M.S. (Commerce),Master of Business Administration,ms commerce,generated_permutation,1.0
"M.S., Commerce",Master of Business Administration,ms commerce,generated_permutation,1.0
M.S. / Commerce,Master of Business Administration,ms commerce,generated_permutation,1.0
MS - Commerce,Master of Business Administration,ms commerce,generated_permutation,1.0
MS in Commerce,Master of Business Administration,ms commerce,generated_permutation,1.0
MS (Commerce),Master of Business Administration,ms commerce,generated_permutation,1.0
"MS, Commerce",Master of Business Administration,ms commerce,generated_permutation,1.0
MS / Commerce,Master of Business Administration,ms commerce,generated_permutation,1.0
Post Graduate Diploma - Commerce,Post Graduate Diploma,post graduate diploma commerce,generated_permutation,1.0
Post Graduate Diploma in Commerce,Post Graduate Diploma,post graduate diploma commerce,generated_permutation,1.0
Post Graduate Diploma (Commerce),Post Graduate Diploma,post graduate diploma commerce,generated_permutation,1.0
"Post Graduate Diploma, Commerce",Post Graduate Diploma,post graduate diploma commerce,generated_permutation,1.0
Post Graduate Diploma / Commerce,Post Graduate Diploma,post graduate diploma commerce,generated_permutation,1.0
3 Year Diploma - Commerce,Post Graduate Diploma,3 year diploma commerce,generated_permutation,1.0
3 Year Diploma in Commerce,Post Graduate Diploma,3 year diploma commerce,generated_permutation,1.0
3 Year Diploma (Commerce),Post Graduate Diploma,3 year diploma commerce,generated_permutation,1.0
"3 Year Diploma, Commerce",Post Graduate Diploma,3 year diploma commerce,generated_permutation,1.0
3 Year Diploma / Commerce,Post Graduate Diploma,3 year diploma commerce,generated_permutation,1.0
Polytechnic - Commerce,Post Graduate Diploma,polytechnic commerce,generated_permutation,1.0
Polytechnic in Commerce,Post Graduate Diploma,polytechnic commerce,generated_permutation,1.0
Polytechnic (Commerce),Post Graduate Diploma,polytechnic commerce,generated_permutation,1.0
"Polytechnic, Commerce",Post Graduate Diploma,polytechnic commerce,generated_permutation,1.0
Polytechnic / Commerce,Post Graduate Diploma,polytechnic commerce,generated_permutation,1.0
Dip. Engg - Commerce,Post Graduate Diploma,dip engg commerce,generated_permutation,1.0
Dip. Engg in Commerce,Post Graduate Diploma,dip engg commerce,generated_permutation,1.0
Dip. Engg (Commerce),Post Graduate Diploma,dip engg commerce,generated_permutation,1.0
"Dip. Engg, Commerce",Post Graduate Diploma,dip engg commerce,generated_permutation,1.0
Dip. Engg / Commerce,Post Graduate Diploma,dip engg commerce,generated_permutation,1.0
Bachelor of Business Administration - Accounting,Bachelor of Business Administration,bachelor of business administration accounting,generated_permutation,1.0
