raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
Mastcr of Engineering in Electronics and Communication Engineering,Master of Engineering,Master of Engineering,Electronics and Communication Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastr of Engineering / Aerospace Engineering,Master of Engineering,Master of Engineering,Aerospace Engineering,,fuzzy_matched,L2,0.9756,97.6,wrong_field
Msater of Engineering / Aerospace Engineering,Master of Engineering,Master of Engineering,Aerospace Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastcr of Engineering / Aerospace Engineering,Master of Engineering,Master of Engineering,Aerospace Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
"Mastr of Engineering, Computer Science and Engineering",Master of Engineering,Master of Engineering,Computer Science and Engineering,,fuzzy_matched,L2,0.9756,97.6,wrong_field
"Msater of Engineering, Computer Science and Engineering",Master of Engineering,Master of Engineering,Computer Science and Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
"Mastcr of Engineering, Computer Science and Engineering",Master of Engineering,Master of Engineering,Computer Science and Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastr of Engineering in Computer Science and Engineering,Master of Engineering,Master of Engineering,Computer Science and Engineering,,fuzzy_matched,L2,0.9756,97.6,wrong_field
Msater of Engineering in Computer Science and Engineering,Master of Engineering,Master of Engineering,Computer Science and Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastcr of Engineering in Computer Science and Engineering,Master of Engineering,Master of Engineering,Computer Science and Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastr of Engineering (Biotechnology Engineering),Master of Engineering,Master of Engineering,Biotechnology Engineering,,fuzzy_matched,L2,0.9756,97.6,wrong_field
Msater of Engineering (Biotechnology Engineering),Master of Engineering,Master of Engineering,Biotechnology Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastcr of Engineering (Biotechnology Engineering),Master of Engineering,Master of Engineering,Biotechnology Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
"Mastr of Engineering, Electrical Engineering",Master of Engineering,Master of Engineering,Electrical Engineering,,fuzzy_matched,L2,0.9756,97.6,wrong_field
"Msater of Engineering, Electrical Engineering",Master of Engineering,Master of Engineering,Electrical Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
"Mastcr of Engineering, Electrical Engineering",Master of Engineering,Master of Engineering,Electrical Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastr of Engineering in Artificial Intelligence and Machine Learning,Master of Engineering,Master of Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9756,97.6,wrong_field
Msater of Engineering in Artificial Intelligence and Machine Learning,Master of Engineering,Master of Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastcr of Engineering in Artificial Intelligence and Machine Learning,Master of Engineering,Master of Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Master of Engineering (Food Techn,Master of Engineering,Master of Engineering,Food Technology,,fuzzy_matched,L2,0.9275,92.8,wrong_field
Mastr of Engineering (Aerospace Engineering),Master of Engineering,Master of Engineering,Aerospace Engineering,,fuzzy_matched,L2,0.9756,97.6,wrong_field
Msater of Engineering (Aerospace Engineering),Master of Engineering,Master of Engineering,Aerospace Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastcr of Engineering (Aerospace Engineering),Master of Engineering,Master of Engineering,Aerospace Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastr of Engineering - Instrumentation Engineering,Master of Engineering,Master of Engineering,Instrumentation Engineering,,fuzzy_matched,L2,0.9756,97.6,wrong_field
Msater of Engineering - Instrumentation Engineering,Master of Engineering,Master of Engineering,Instrumentation Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastcr of Engineering - Instrumentation Engineering,Master of Engineering,Master of Engineering,Instrumentation Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
MasterofE,Master of Engineering,Master of Arts,,,review_needed,L2,0.7619,76.2,wrong_degree
Mastr of Engineering (Electrical Engineering),Master of Engineering,Master of Engineering,Electrical Engineering,,fuzzy_matched,L2,0.9756,97.6,wrong_field
Msater of Engineering (Electrical Engineering),Master of Engineering,Master of Engineering,Electrical Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastcr of Engineering (Electrical Engineering),Master of Engineering,Master of Engineering,Electrical Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastr of Engineering in Instrumentation Engineering,Master of Engineering,Master of Engineering,Instrumentation Engineering,,fuzzy_matched,L2,0.9756,97.6,wrong_field
Msater of Engineering in Instrumentation Engineering,Master of Engineering,Master of Engineering,Instrumentation Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastcr of Engineering in Instrumentation Engineering,Master of Engineering,Master of Engineering,Instrumentation Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Master of Engineering (Environmental Engine,Master of Engineering,Master of Engineering,Environmental Engineering,,fuzzy_matched,L2,0.9803,98.0,wrong_field
Mastr of Engineering in Textile Engineering,Master of Engineering,Master of Engineering,Textile Engineering,,fuzzy_matched,L2,0.9756,97.6,wrong_field
Msater of Engineering in Textile Engineering,Master of Engineering,Master of Engineering,Textile Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastcr of Engineering in Textile Engineering,Master of Engineering,Master of Engineering,Textile Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
"Mastr of Engineering, Instrumentation Engineering",Master of Engineering,Master of Engineering,Instrumentation Engineering,,fuzzy_matched,L2,0.9756,97.6,wrong_field
"Msater of Engineering, Instrumentation Engineering",Master of Engineering,Master of Engineering,Instrumentation Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
"Mastcr of Engineering, Instrumentation Engineering",Master of Engineering,Master of Engineering,Instrumentation Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastr of Engineering / Textile Engineering,Master of Engineering,Master of Engineering,Textile Engineering,,fuzzy_matched,L2,0.9756,97.6,wrong_field
Msater of Engineering / Textile Engineering,Master of Engineering,Master of Engineering,Textile Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastcr of Engineering / Textile Engineering,Master of Engineering,Master of Engineering,Textile Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastr of Engineering / Instrumentation Engineering,Master of Engineering,Master of Engineering,Instrumentation Engineering,,fuzzy_matched,L2,0.9756,97.6,wrong_field
Msater of Engineering / Instrumentation Engineering,Master of Engineering,Master of Engineering,Instrumentation Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastcr of Engineering / Instrumentation Engineering,Master of Engineering,Master of Engineering,Instrumentation Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastr of Engineering (Production Engineering),Master of Engineering,Master of Engineering,Production Engineering,,fuzzy_matched,L2,0.9756,97.6,wrong_field
Msater of Engineering (Production Engineering),Master of Engineering,Master of Engineering,Production Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastcr of Engineering (Production Engineering),Master of Engineering,Master of Engineering,Production Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastr of Engineering - Electrical Engineering,Master of Engineering,Master of Engineering,Electrical Engineering,,fuzzy_matched,L2,0.9756,97.6,wrong_field
Msater of Engineering - Electrical Engineering,Master of Engineering,Master of Engineering,Electrical Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastcr of Engineering - Electrical Engineering,Master of Engineering,Master of Engineering,Electrical Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastr of Engineering - Biotechnology Engineering,Master of Engineering,Master of Engineering,Biotechnology Engineering,,fuzzy_matched,L2,0.9756,97.6,wrong_field
Msater of Engineering - Biotechnology Engineering,Master of Engineering,Master of Engineering,Biotechnology Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastcr of Engineering - Biotechnology Engineering,Master of Engineering,Master of Engineering,Biotechnology Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Master of Engineering (Mathe,Master of Engineering,Master of Engineering,Mathematics,,fuzzy_matched,L2,0.9563,95.6,wrong_field
Mastr of Engineering - Artificial Intelligence and Machine Learning,Master of Engineering,Master of Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9756,97.6,wrong_field
Msater of Engineering - Artificial Intelligence and Machine Learning,Master of Engineering,Master of Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9524,95.2,wrong_field
Mastcr of Engineering - Artificial Intelligence and Machine Learning,Master of Engineering,Master of Engineering,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9524,95.2,wrong_field
"Mastr of Engineering, Aerospace Engineering",Master of Engineering,Master of Engineering,Aerospace Engineering,,fuzzy_matched,L2,0.9756,97.6,wrong_field
"Msater of Engineering, Aerospace Engineering",Master of Engineering,Master of Engineering,Aerospace Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
"Mastcr of Engineering, Aerospace Engineering",Master of Engineering,Master of Engineering,Aerospace Engineering,,fuzzy_matched,L2,0.9524,95.2,wrong_field
M. cS / Computer Science and Engineering,Master of Science,,Computer Science and Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M. cS in Statistics,Master of Science,M. cS in Statistics,Statistics,Statistics,review_needed,L3,0.62,62.0,wrong_degree
M.S. (Stati,Master of Science,Master of Science,Statistics,,review_needed,L2,0.7619,76.2,wrong_field
"M. cS, Statistics",Master of Science,,Statistics,Statistics,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
McS / Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,review_needed,L2,0.8,80.0,wrong_field
MS (Bioinfo,Master of Science,Master of Science,Bioinformatics,,review_needed,L2,0.7407,74.1,wrong_field
M.S. (Bot,Master of Science,Master of Science,Botany,,review_needed,L2,0.8,80.0,wrong_field
M. cS - Statistics,Master of Science,,Statistics,Statistics,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M. cS (Botany),Master of Science,,Botany,Botany,review_needed,L3,0.35,35.0,wrong_degree
M. Sc (Bot,Master of Science,Master of Science,Botany,,review_needed,L2,0.8421,84.2,wrong_field
M. cS - Biochemistry,Master of Science,,Biochemistry,Biochemistry,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"McS, Computer Science and Engineering",Master of Science,Master of Science,Computer Science and Engineering,,review_needed,L2,0.8,80.0,wrong_field
M. cS (Chemistry),Master of Science,,Chemistry,Chemistry,review_needed,L3,0.35,35.0,wrong_degree
MSc (Bioinfo,Master of Science,Master of Science,Bioinformatics,,review_needed,L2,0.7586,75.9,wrong_field
M.Sc (Microb,Master of Science,Master of Science,Microbiology,,review_needed,L2,0.7692,76.9,wrong_field
Mastr of Science in Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,fuzzy_matched,L2,0.9697,97.0,wrong_field
Msater of Science in Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,fuzzy_matched,L2,0.9412,94.1,wrong_field
Mastcr of Science in Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,fuzzy_matched,L2,0.9412,94.1,wrong_field
MS (Bioche,Master of Science,Master of Science,Biochemistry,,review_needed,L2,0.75,75.0,wrong_field
M. cS - Chemistry,Master of Science,,Chemistry,Chemistry,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M. cS in Computer Science and Engineering,Master of Science,,Computer Science and Engineering,,review_needed,L3,0.35,35.0,wrong_degree_and_field
McS - Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,review_needed,L2,0.8,80.0,wrong_field
M. cS in Geology,Master of Science,M. cS in Geology,Geology,Geology,review_needed,L3,0.62,62.0,wrong_degree
"M. cS, Mathematics",Master of Science,,Mathematics,Mathematics,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"Mastr of Science, Computer Science and Engineering",Master of Science,Master of Science,Computer Science and Engineering,,fuzzy_matched,L2,0.9697,97.0,wrong_field
"Msater of Science, Computer Science and Engineering",Master of Science,Master of Science,Computer Science and Engineering,,fuzzy_matched,L2,0.9412,94.1,wrong_field
"Mastcr of Science, Computer Science and Engineering",Master of Science,Master of Science,Computer Science and Engineering,,fuzzy_matched,L2,0.9412,94.1,wrong_field
MSC (Bioinfo,Master of Science,Master of Science,Bioinformatics,,review_needed,L2,0.7586,75.9,wrong_field
M.Sc (Geo,Master of Science,Master of Science,Geology,Geography,review_needed,L2,0.7778,77.8,wrong_field
MS (Geo,Master of Science,Master of Science,Geology,Geography,review_needed,L2,0.75,75.0,wrong_field
M. cS (Statistics),Master of Science,,Statistics,Statistics,review_needed,L3,0.35,35.0,wrong_degree
M. Sc (Stati,Master of Science,Master of Science,Statistics,,review_needed,L2,0.8,80.0,wrong_field
"M. cS, Physics",Master of Science,,Physics,Physics,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M. cS - Mathematics,Master of Science,,Mathematics,Mathematics,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M.cS / Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,review_needed,L2,0.8,80.0,wrong_field
M. cS (Bioinformatics),Master of Science,,Bioinformatics,Bioinformatics,review_needed,L3,0.35,35.0,wrong_degree
M. Sc (Bioinfo,Master of Science,Master of Science,Bioinformatics,,review_needed,L2,0.7742,77.4,wrong_field
M.S. (Microb,Master of Science,Master of Science,Microbiology,,review_needed,L2,0.75,75.0,wrong_field
M. cS / Geology,Master of Science,,Geology,Geology,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M. cS / Microbiology,Master of Science,,Microbiology,Microbiology,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M. cS / Chemistry,Master of Science,,Chemistry,Chemistry,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
MSC (Geo,Master of Science,Master of Science,Geology,Geography,review_needed,L2,0.7778,77.8,wrong_field
M. cS (Physics),Master of Science,,Physics,Physics,review_needed,L3,0.35,35.0,wrong_degree
Mastr of Science / Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,fuzzy_matched,L2,0.9697,97.0,wrong_field
Msater of Science / Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,fuzzy_matched,L2,0.9412,94.1,wrong_field
Mastcr of Science / Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,fuzzy_matched,L2,0.9412,94.1,wrong_field
M. cS in Mathematics,Master of Science,M. cS in Mathematics,Mathematics,Mathematics,review_needed,L3,0.62,62.0,wrong_degree
M. cS in Physics,Master of Science,M. cS in Physics,Physics,Physics,review_needed,L3,0.62,62.0,wrong_degree
M. cS - Microbiology,Master of Science,,Microbiology,Microbiology,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M. cS (Zoology),Master of Science,,Zoology,Zoology,review_needed,L3,0.35,35.0,wrong_degree
M. cS in Microbiology,Master of Science,M. cS in Microbiology,Microbiology,Microbiology,review_needed,L3,0.62,62.0,wrong_degree
MSc (Bioche,Master of Science,Master of Science,Biochemistry,,review_needed,L2,0.7692,76.9,wrong_field
M. cS / Statistics,Master of Science,,Statistics,Statistics,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Master of Science (Stati,Master of Science,Master of Science,Statistics,,fuzzy_matched,L2,0.902,90.2,wrong_field
MCS - Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,review_needed,L2,0.8,80.0,wrong_field
"M.cS, Computer Science and Engineering",Master of Science,Master of Science,Computer Science and Engineering,,review_needed,L2,0.8,80.0,wrong_field
M. cS (Geology),Master of Science,,Geology,Geology,review_needed,L3,0.35,35.0,wrong_degree
M. Sc (Geo,Master of Science,Master of Science,Geology,Geography,review_needed,L2,0.8,80.0,wrong_field
Master of Science (Bioinfo,Master of Science,Master of Science,Bioinformatics,,fuzzy_matched,L2,0.88,88.0,wrong_field
MSC (Stati,Master of Science,Master of Science,Statistics,,review_needed,L2,0.7826,78.3,wrong_field
"M. cS, Bioinformatics",Master of Science,,Bioinformatics,Bioinformatics,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M. cS in Botany,Master of Science,M. cS in Botany,Botany,Botany,review_needed,L3,0.62,62.0,wrong_degree
M.Sc (Bioche,Master of Science,Master of Science,Biochemistry,,review_needed,L2,0.7692,76.9,wrong_field
MSc (Microb,Master of Science,Master of Science,Microbiology,,review_needed,L2,0.7692,76.9,wrong_field
M.S. (Geo,Master of Science,Master of Science,Geology,Geography,review_needed,L2,0.75,75.0,wrong_field
M. cS / Biology,Master of Science,,Biology,Biology,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M. cS - Botany,Master of Science,,Botany,Botany,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Mastero,Master of Science,Master of Arts,,,review_needed,L2,0.7368,73.7,wrong_degree
Master of Science (Bioche,Master of Science,Master of Science,Biochemistry,,fuzzy_matched,L2,0.8889,88.9,wrong_field
M. cS - Computer Science and Engineering,Master of Science,,Computer Science and Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"M. cS, Chemistry",Master of Science,,Chemistry,Chemistry,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M. cS in Biochemistry,Master of Science,M. cS in Biochemistry,Biochemistry,Biochemistry,review_needed,L3,0.62,62.0,wrong_degree
Master of Science (Mathe,Master of Science,Master of Science,Mathematics,,fuzzy_matched,L2,0.8846,88.5,wrong_field
M. cS / Bioinformatics,Master of Science,,Bioinformatics,Bioinformatics,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Mastr of Science - Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,fuzzy_matched,L2,0.9697,97.0,wrong_field
Msater of Science - Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,fuzzy_matched,L2,0.9412,94.1,wrong_field
Mastcr of Science - Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,fuzzy_matched,L2,0.9412,94.1,wrong_field
M. cS - Geology,Master of Science,,Geology,Geology,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
MS (Microb,Master of Science,Master of Science,Microbiology,,review_needed,L2,0.75,75.0,wrong_field
MCS in Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,review_needed,L2,0.8,80.0,wrong_field
"M. cS, Botany",Master of Science,,Botany,Botany,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M. cS / Biochemistry,Master of Science,,Biochemistry,Biochemistry,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M.S. Hns,Master of Science,M.S. Hns,,,review_needed,L3,0.5,50.0,wrong_degree
M.S. oHns,Master of Science,M.S. oHns,,,review_needed,L3,0.5,50.0,wrong_degree
MSC (Bot,Master of Science,Master of Science,Botany,,review_needed,L2,0.8235,82.4,wrong_field
MSC (Mathe,Master of Science,Master of Science,Mathematics,,review_needed,L2,0.75,75.0,wrong_field
M.S. (Bioche,Master of Science,Master of Science,Biochemistry,,review_needed,L2,0.75,75.0,wrong_field
M. cS - Zoology,Master of Science,,Zoology,Zoology,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"M. cS, Microbiology",Master of Science,,Microbiology,Microbiology,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"M. cS, Zoology",Master of Science,,Zoology,Zoology,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M. cS (Mathematics),Master of Science,,Mathematics,Mathematics,review_needed,L3,0.35,35.0,wrong_degree
M. Sc (Mathe,Master of Science,Master of Science,Mathematics,,review_needed,L2,0.7692,76.9,wrong_field
M. cS - Bioinformatics,Master of Science,,Bioinformatics,Bioinformatics,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M. cS (Computer Science and Engineering),Master of Science,,Computer Science and Engineering,,review_needed,L3,0.35,35.0,wrong_degree_and_field
"M. cS, Computer Science and Engineering",Master of Science,,Computer Science and Engineering,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M. cS / Zoology,Master of Science,,Zoology,Zoology,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
MCS (Computer Science and Engineering),Master of Science,Master of Science,Computer Science and Engineering,,review_needed,L2,0.8,80.0,wrong_field
M. cS Hons,Master of Science,M. cS Hons,,,review_needed,L3,0.5,50.0,wrong_degree
M.cS - Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,review_needed,L2,0.8,80.0,wrong_field
"M. cS, Biochemistry",Master of Science,,Biochemistry,Biochemistry,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M. cS in Biology,Master of Science,M. cS in Biology,Biology,Biology,review_needed,L3,0.62,62.0,wrong_degree
MSc (Mathe,Master of Science,Master of Science,Mathematics,,review_needed,L2,0.75,75.0,wrong_field
M. cS (Biology),Master of Science,,Biology,Biology,review_needed,L3,0.35,35.0,wrong_degree
M.Sc (Mathe,Master of Science,Master of Science,Mathematics,,review_needed,L2,0.75,75.0,wrong_field
M. cS (Hons),Master of Science,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M. cS - Physics,Master of Science,,Physics,Physics,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
"M. cS, Geology",Master of Science,,Geology,Geology,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Master of Science (Bot,Master of Science,Master of Science,Botany,,fuzzy_matched,L2,0.9333,93.3,wrong_field
MSc (Geo,Master of Science,Master of Science,Geology,Geography,review_needed,L2,0.7778,77.8,wrong_field
M.cS in Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,review_needed,L2,0.8,80.0,wrong_field
M.Sc (Bot,Master of Science,Master of Science,Botany,,review_needed,L2,0.8235,82.4,wrong_field
MSC (Bioche,Master of Science,Master of Science,Biochemistry,,review_needed,L2,0.7692,76.9,wrong_field
Master of Science (Geo,Master of Science,Master of Science,Geology,Geography,fuzzy_matched,L2,0.913,91.3,wrong_field
MS (Mathe,Master of Science,Master of Science,Mathematics,,review_needed,L2,0.7273,72.7,wrong_field
M. cS / Mathematics,Master of Science,,Mathematics,Mathematics,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
McS in Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,review_needed,L2,0.8,80.0,wrong_field
M.S. (Mathe,Master of Science,Master of Science,Mathematics,,review_needed,L2,0.7273,72.7,wrong_field
"M. cS, Biology",Master of Science,,Biology,Biology,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M. cS / Physics,Master of Science,,Physics,Physics,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Mastr of Science (Computer Science and Engineering),Master of Science,Master of Science,Computer Science and Engineering,,fuzzy_matched,L2,0.9697,97.0,wrong_field
Msater of Science (Computer Science and Engineering),Master of Science,Master of Science,Computer Science and Engineering,,fuzzy_matched,L2,0.9412,94.1,wrong_field
Mastcr of Science (Computer Science and Engineering),Master of Science,Master of Science,Computer Science and Engineering,,fuzzy_matched,L2,0.9412,94.1,wrong_field
"MCS, Computer Science and Engineering",Master of Science,Master of Science,Computer Science and Engineering,,review_needed,L2,0.8,80.0,wrong_field
MS (Stati,Master of Science,Master of Science,Statistics,,review_needed,L2,0.7619,76.2,wrong_field
McS (Computer Science and Engineering),Master of Science,Master of Science,Computer Science and Engineering,,review_needed,L2,0.8,80.0,wrong_field
M. cS (Microbiology),Master of Science,,Microbiology,Microbiology,review_needed,L3,0.35,35.0,wrong_degree
M. Sc (Microb,Master of Science,Master of Science,Microbiology,,review_needed,L2,0.7857,78.6,wrong_field
M. cS in Bioinformatics,Master of Science,M. cS in Bioinformatics,Bioinformatics,Bioinformatics,review_needed,L3,0.62,62.0,wrong_degree
M. cS - Biology,Master of Science,,Biology,Biology,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
M.S. (Bioinfo,Master of Science,Master of Science,Bioinformatics,,review_needed,L2,0.7407,74.1,wrong_field
M.cS (Computer Science and Engineering),Master of Science,Master of Science,Computer Science and Engineering,,review_needed,L2,0.8,80.0,wrong_field
M. cS / Botany,Master of Science,,Botany,Botany,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Master of Science (Microb,Master of Science,Master of Science,Microbiology,,fuzzy_matched,L2,0.8889,88.9,wrong_field
MSc (Bot,Master of Science,Master of Science,Botany,,review_needed,L2,0.8235,82.4,wrong_field
MSC (Microb,Master of Science,Master of Science,Microbiology,,review_needed,L2,0.7692,76.9,wrong_field
MSc (Stati,Master of Science,Master of Science,Statistics,,review_needed,L2,0.7826,78.3,wrong_field
MCS / Computer Science and Engineering,Master of Science,Master of Science,Computer Science and Engineering,,review_needed,L2,0.8,80.0,wrong_field
M.Sc (Bioinfo,Master of Science,Master of Science,Bioinformatics,,review_needed,L2,0.7586,75.9,wrong_field
M.Sc (Stati,Master of Science,Master of Science,Statistics,,review_needed,L2,0.7826,78.3,wrong_field
M. cS in Zoology,Master of Science,M. cS in Zoology,Zoology,Zoology,review_needed,L3,0.62,62.0,wrong_degree
M. cS (Biochemistry),Master of Science,,Biochemistry,Biochemistry,review_needed,L3,0.35,35.0,wrong_degree
M. Sc (Bioche,Master of Science,Master of Science,Biochemistry,,review_needed,L2,0.7857,78.6,wrong_field
MS (Bot,Master of Science,Master of Science,Botany,,review_needed,L2,0.8,80.0,wrong_field
M. cS in Chemistry,Master of Science,M. cS in Chemistry,Chemistry,Chemistry,review_needed,L3,0.62,62.0,wrong_degree
Mastr of Technology / Electrical Engineering,Master of Technology,Master of Technology,Electrical Engineering,,fuzzy_matched,L2,0.9744,97.4,wrong_field
Msater of Technology / Electrical Engineering,Master of Technology,Master of Technology,Electrical Engineering,,fuzzy_matched,L2,0.95,95.0,wrong_field
Mastcr of Technology / Electrical Engineering,Master of Technology,Master of Technology,Electrical Engineering,,fuzzy_matched,L2,0.95,95.0,wrong_field
MasterofT,Master of Technology,Master of Arts,,,review_needed,L2,0.8571,85.7,wrong_degree
Mastr of Technology / Artificial Intelligence and Machine Learning,Master of Technology,Master of Technology,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9744,97.4,wrong_field
Msater of Technology / Artificial Intelligence and Machine Learning,Master of Technology,Master of Technology,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.95,95.0,wrong_field
Mastcr of Technology / Artificial Intelligence and Machine Learning,Master of Technology,Master of Technology,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.95,95.0,wrong_field
Mastr of Technology (Artificial Intelligence and Machine Learning),Master of Technology,Master of Technology,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.9744,97.4,wrong_field
Msater of Technology (Artificial Intelligence and Machine Learning),Master of Technology,Master of Technology,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.95,95.0,wrong_field
Mastcr of Technology (Artificial Intelligence and Machine Learning),Master of Technology,Master of Technology,Artificial Intelligence and Machine Learning,,fuzzy_matched,L2,0.95,95.0,wrong_field
Master of Technology (Fin,Master of Technology,Master of Technology,Finance,,fuzzy_matched,L2,0.9231,92.3,wrong_field
Master of Technology (Cybers,Master of Technology,Master of Technology,Cybersecurity,,fuzzy_matched,L2,0.9479,94.8,wrong_field
Mastr of Technology in Metallurgical Engineering,Master of Technology,Master of Technology,Metallurgical Engineering,,fuzzy_matched,L2,0.9744,97.4,wrong_field
Msater of Technology in Metallurgical Engineering,Master of Technology,Master of Technology,Metallurgical Engineering,,fuzzy_matched,L2,0.95,95.0,wrong_field
